,count
"('the', 'breakfast', 'at')",1
"('breakfast', 'at', 'A')",1
"('more', 'about', 'Da')",1
"('about', 'Da', 'Vinci')",2
"('help', 'you', 'to')",1
"('you', 'to', 'book')",1
"('there', 'or', 'know')",1
"('or', 'know', 'anything')",1
"('you', 'can', 'ask')",2
"('can', 'ask', 'them')",2
"('What', 'size', 'do')",2
"('size', 'do', 'you')",2
"('do', 'you', 'require?')",1
"('What', 'else', 'do')",1
"('else', 'do', 'you')",1
"('you', 'want', 'any')",5
"('want', 'any', 'more')",5
"('about', 'the', 'La')",1
"('the', 'La', 'Raza')",1
"('La', 'Raza', 'restaurant?')",1
"('about', 'the', 'Cow')",1
"('the', 'Cow', 'Pizza')",1
"('Cow', 'Pizza', 'Kitchen?')",1
"('me', 'to', 'start')",1
"('to', 'start', 'a')",1
"('start', 'a', 'booking?')",1
"('something', 'else', 'fo')",1
"('else', 'fo', 'you?')",1
"('Will', 'that', 'work,')",2
"('that', 'work,', 'or')",2
"('Is', 'that', 'important')",1
"('that', 'important', 'enough')",1
"('important', 'enough', 'that')",1
"('enough', 'that', 'I')",1
"('that', 'I', 'should')",1
"('I', 'should', 'look')",1
"('should', 'look', 'for')",1
"('Can', 'you', 'help')",1
"('you', 'help', 'with')",1
"('I', 'can', 'assist')",5
"('can', 'assist', 'you')",3
"('assist', 'you', 'with?')",3
"('your', 'upcoming', 'stay?')",3
"('need', 'more', 'information')",4
"('information', 'about', 'Curry')",1
"('try', 'it', 'out?')",1
"('the', 'restaurant', 'that')",1
"('restaurant', 'that', 'I')",1
"('an', 'option', 'further')",1
"('option', 'further', 'outside')",1
"('further', 'outside', 'of')",1
"('outside', 'of', 'the')",1
"('of', 'the', 'centre')",1
"('the', 'centre', 'of')",1
"('centre', 'of', 'town?')",1
"('to', 'try', 'Nandos')",1
"('try', 'Nandos', 'or')",1
"('Nandos', 'or', 'should')",1
"('I', 'check', 'other')",2
"('check', 'other', 'options?')",1
"('to', 'book', 'Allenbell?')",1
"('you', 'like', 'reservations?')",2
"('guesthouse', 'for', 'you')",1
"('book', 'it', 'anyways?')",2
"('to', 'make', 'reservations?')",1
"('you', 'want', 'assistance')",1
"('want', 'assistance', 'with?')",1
"('When', 'would', 'you')",2
"('a', 'table', 'for?')",1
"('Is', 'this', 'helpful?')",1
"('a', 'table', 'outdoors')",1
"('table', 'outdoors', 'for')",1
"('outdoors', 'for', 'you?')",1
"('and', 'book', 'you')",1
"('out', 'more', 'information?')",1
"('more', 'about', 'Saigon')",1
"('about', 'Saigon', ""City's"")",1
"('Saigon', ""City's"", 'menu?')",1
"('another', 'restaurant', 'for')",4
"('help', 'you', 'reserve')",1
"('you', 'reserve', 'a')",1
"('try', 'a', 'shorter')",1
"('a', 'shorter', 'stay?')",1
"('be', 'interested', 'or')",1
"('I', 'find', 'a')",1
"('find', 'a', 'location')",1
"('a', 'location', 'with')",3
"('location', 'with', 'a')",3
"('with', 'a', 'great')",1
"('for', 'you', 'and')",1
"('you', 'and', 'ask')",1
"('and', 'ask', 'them')",3
"('ask', 'them', 'to')",3
"('them', 'to', 'book')",1
"('else', 'about', ""Darry's"")",1
"('about', ""Darry's"", 'Cookhouse?')",1
"('more', 'bout', 'them?')",1
"('me', 'to', 'pull')",2
"('to', 'pull', 'up')",2
"('pull', 'up', 'some')",2
"('up', 'some', 'other')",2
"('other', 'places', 'or')",2
"('places', 'or', 'would')",1
"('about', 'the', 'A')",2
"('A', 'and', 'B')",2
"('and', 'B', 'Guest')",1
"('B', 'Guest', 'House?')",1
"('Can', 'I', 'get')",2
"('I', 'get', 'you')",2
"('get', 'you', 'any')",2
"('you', 'any', 'additional')",1
"('any', 'additional', 'information')",3
"('additional', 'information', 'about')",3
"('about', 'the', 'lodge?')",1
"('still', 'work', 'or')",1
"('to', 'try', 'something')",3
"('Shall', 'I', 'check')",5
"('check', 'on', 'avaibility')",1
"('on', 'avaibility', 'of')",1
"('avaibility', 'of', 'tables')",1
"('of', 'tables', 'for')",1
"('tables', 'for', 'your')",1
"('for', 'your', 'visit?')",1
"('more', 'about', ""Rosa's?"")",3
"('else,', 'or', 'should')",1
"('to', 'keep', 'the')",1
"('keep', 'the', 'booking?')",1
"('Is', 'indoor', 'decor')",1
"('indoor', 'decor', 'important')",1
"('decor', 'important', 'for')",1
"('important', 'for', 'you?')",1
"('out', 'other', 'places')",1
"('anything', 'for', 'you?')",1
"('else', 'about', 'Graffiti')",1
"('about', 'Graffiti', 'for')",1
"('Graffiti', 'for', 'you?')",1
"('else', 'or', 'will')",1
"('or', 'will', 'you')",1
"('will', 'you', 'want')",1
"('me', 'to', 'know?')",1
"('should', 'I', 'continue')",1
"('I', 'continue', 'looking')",1
"('continue', 'looking', 'at')",1
"('looking', 'at', 'other')",1
"('out', 'a', 'more')",1
"('them', 'a', 'shot?')",3
"('find', 'another', 'hotel')",1
"('want', 'to', 'search')",1
"('help', 'in', 'making')",1
"('I', 'provide', 'you')",1
"('provide', 'you', 'more')",1
"('information', 'or', 'book')",1
"('or', 'book', 'it')",1
"('place', 'with', 'larger')",1
"('with', 'larger', 'portions')",1
"('larger', 'portions', 'sizes?')",1
"('the', 'University', 'Arms')",1
"('University', 'Arms', 'Hotel')",1
"('Arms', 'Hotel', 'that')",1
"('Hotel', 'that', 'I')",1
"('can', 'assist', 'with?')",2
"('What', 'night', 'would')",1
"('reservation', 'to', 'begin?')",1
"('information', 'about', 'Kirkwood')",1
"('about', 'Kirkwood', 'House?')",2
"('cancel', 'the', 'reservation')",2
"('the', 'reservation', 'and')",2
"('reservation', 'and', 'find')",1
"('and', 'find', 'another')",1
"('to', 'try', 'elsewhere?')",1
"('more', 'about', 'Nandos?')",1
"('a', 'more', 'quiet')",5
"('more', 'quiet', 'place')",1
"('quiet', 'place', 'for')",1
"('a', 'different', 'location')",1
"('different', 'location', 'for')",1
"('anything', 'else', 'today')",2
"('else', 'today', 'or')",2
"('today', 'or', 'reserve')",1
"('or', 'reserve', 'a')",2
"('want', 'a', 'booking?')",2
"('look', 'at', 'alternative')",1
"('at', 'alternative', 'options?')",1
"('on', 'room', 'availablilty?')",1
"('find', 'a', 'different')",6
"('Anything', 'else', 'today?')",1
"('try', 'another', 'place')",2
"('place', 'or', 'give')",2
"('or', 'give', 'you')",1
"('give', 'you', 'more')",2
"('information', 'on', 'The')",1
"('on', 'The', 'Grafton?')",1
"('else', 'before', 'booking')",2
"('before', 'booking', 'for')",1
"('restaurant', 'with', 'lower')",1
"('you', 'like', 'your')",2
"('like', 'your', 'reservation')",1
"('your', 'reservation', 'there?')",1
"('a', 'restaurant', 'in')",2
"('restaurant', 'in', 'a')",3
"('in', 'a', 'better')",2
"('book', 'that', 'stay?')",1
"('have', 'a', 'larger')",3
"('about', 'the', 'establishment?')",1
"('Should', 'I', 'keep')",2
"('I', 'keep', 'searching')",1
"('searching', 'for', 'a')",1
"('a', 'better', 'alternative?')",1
"('questions', 'about', 'Restaurant')",1
"('more', 'about', 'Rajmahal?')",1
"('in', 'a', 'room?')",4
"('If', ""you'd"", 'like')",1
"(""you'd"", 'like', 'I')",1
"('like', 'I', 'can')",1
"('I', 'can', 'request')",1
"('can', 'request', 'a')",1
"('request', 'a', 'larger')",1
"('larger', 'room', 'for')",1
"('shall', 'I', 'search')",1
"('it', 'for', 'your')",1
"('else', 'can', 'tell')",1
"('for', 'you', 'now?')",1
"('reservation', 'at', 'Eraina?')",2
"('with', 'better', 'service?')",1
"('try', 'it', 'or')",3
"('it', 'or', 'check')",1
"('more', 'quiet', 'establishment?')",1
"('more', 'about', 'Saffron')",1
"('about', 'Saffron', 'Brasserie?')",1
"('today', 'or', 'is')",1
"('is', 'that', 'all')",1
"('that', 'all', 'you')",1
"('all', 'you', 'need?')",1
"('want', 'to', 'continue')",1
"('with', 'a', 'booking?')",3
"('there,', 'or', 'any')",1
"('Did', 'this', 'help')",1
"('this', 'help', 'you')",1
"('help', 'you', 'at')",1
"('you', 'at', 'all?')",1
"('out', 'more', 'for')",1
"('more', 'for', 'you?')",1
"('about', 'the', 'rice')",1
"('the', 'rice', 'boat')",1
"('rice', 'boat', 'today?')",1
"('more', 'about', 'Efes?')",1
"('else', 'I', 'may')",1
"('I', 'may', 'help')",1
"('may', 'help', 'you')",1
"('reservation', 'or', 'should')",1
"('look', 'for', 'places')",1
"('with', 'outdoor', 'dining')",1
"('outdoor', 'dining', 'as')",1
"('dining', 'as', 'an')",1
"('as', 'an', 'option?')",1
"('know', 'more', 'information?')",1
"('I', 'can', 'answer?')",1
"('like', 'information', 'on')",5
"('on', 'anything', 'else?')",5
"('reservation', 'or', 'do')",5
"('else', 'about', 'Curry')",1
"('about', 'Curry', 'Prince?')",4
"('', 'are', 'you')",1
"('are', 'you', 'interested')",1
"('like', 'additional', 'information')",1
"('about', 'The', 'Nirala?')",1
"('about', 'your', 'dining')",1
"('your', 'dining', 'options?')",1
"('a', 'reservation', 'and')",2
"('reservation', 'and', 'ask')",2
"('them', 'to', 'ensure')",2
"('to', 'ensure', 'you')",1
"('ensure', 'you', 'get')",1
"('you', 'get', 'a')",1
"('get', 'a', 'great')",1
"('a', 'great', 'view')",1
"('great', 'view', 'from')",1
"('view', 'from', 'your')",1
"('from', 'your', 'table?')",1
"('other', 'places', 'for')",3
"('places', 'for', 'better')",1
"('for', 'better', 'staff')",1
"('some', 'other', 'locations')",1
"('other', 'locations', 'that')",1
"('locations', 'that', 'might')",1
"('might', 'have', 'a')",1
"('have', 'a', 'better')",1
"('look', 'elsewhere', 'or')",1
"('elsewhere', 'or', 'is')",1
"('is', 'that', 'okay?')",2
"('proceed', 'with', 'making')",1
"('table', 'indoors', 'or')",1
"('indoors', 'or', 'should')",1
"('check', 'other', 'restaurants?')",1
"('reservation', 'to', 'eat')",1
"('with', 'more', 'non-alcoholic')",1
"('more', 'non-alcoholic', 'beverage')",1
"('non-alcoholic', 'beverage', 'options?')",1
"('like', 'to', 'rethink')",1
"('to', 'rethink', 'your')",1
"('rethink', 'your', 'reservation?')",1
"('for', 'a', 'more')",3
"('a', 'more', 'attractive')",1
"('more', 'attractive', 'option')",1
"('attractive', 'option', 'for')",1
"('on', 'the', 'second')",1
"('the', 'second', 'one?')",1
"('The', 'river', 'bar')",1
"('river', 'bar', 'steakhouse')",1
"('bar', 'steakhouse', 'and')",1
"('steakhouse', 'and', 'grill')",1
"('and', 'grill', 'has')",1
"('grill', 'has', 'according')",1
"('has', 'according', 'to')",1
"('according', 'to', 'all')",1
"('to', 'all', 'the')",1
"('all', 'the', 'reviews')",1
"('reviews', 'I', 'could')",1
"('I', 'could', 'find')",1
"('could', 'find', 'would')",1
"('find', 'would', 'you')",1
"('about', 'the', 'Acorn?')",2
"('to', 'check', 'availability?')",4
"('you', 'about', 'Restaurant')",1
"('about', 'Restaurant', 'Alimentum?')",2
"('Anything', 'you', 'would')",1
"('How', 'else', 'may')",1
"('else', 'may', 'I')",1
"('may', 'I', 'help')",1
"('I', 'help', 'you?')",1
"('with', 'better', 'reviews')",3
"('better', 'reviews', 'in')",1
"('reviews', 'in', 'the')",1
"('the', 'same', 'general')",1
"('same', 'general', 'area?')",1
"('else', 'about', 'Kohinoor?')",1
"('for', 'you', 'for')",1
"('you', 'for', 'your')",1
"('for', 'your', 'upcoming')",1
"('to', 'see', 'what')",1
"('see', 'what', 'other')",1
"('what', 'other', 'places')",1
"('other', 'places', 'are')",1
"('places', 'are', 'available?')",1
"('to', 'book', 'here?')",2
"('other', 'information', ""you'd"")",1
"('me', 'to', 'find?')",2
"('information', 'about', 'La')",1
"('about', 'La', 'Margherita?')",1
"('out', 'some', 'less')",1
"('some', 'less', 'expensive')",1
"('less', 'expensive', 'places?')",1
"('that', 'okay', 'or')",1
"('okay', 'or', 'do')",1
"('for', 'a', 'fancier')",1
"('a', 'fancier', 'option?')",1
"('like', 'to', 'have')",1
"('to', 'have', 'for')",1
"('have', 'for', 'your')",1
"('How', 'many', 'people')",4
"('many', 'people', 'will')",3
"('people', 'will', 'be')",3
"('will', 'be', 'dining?')",1
"('with', 'more', 'options?')",3
"('to', 'try', 'booking')",1
"('try', 'booking', 'a')",1
"('out', 'a', 'few')",2
"('a', 'few', 'other')",2
"('few', 'other', 'places?')",1
"('book', 'the', 'hotel?')",1
"('other', 'questions', 'before')",2
"('questions', 'before', 'you')",1
"('before', 'you', 'book?')",1
"('table', 'or', 'find')",1
"('or', 'find', 'something')",1
"('questions', 'about', 'Fitzbillies')",1
"('about', 'Fitzbillies', 'Restaurant?')",2
"('more', 'about', 'Midsummer')",1
"('about', 'Midsummer', 'House?')",1
"('Did', 'you', 'still')",1
"('still', 'want', 'to')",1
"('want', 'to', 'keep')",1
"('place', 'that', 'does')",2
"('that', 'does', 'have')",2
"('does', 'have', 'large')",1
"('have', 'large', 'portions?')",1
"('try', 'another', 'search?')",1
"('else', 'about', 'Cafe')",1
"('about', 'Cafe', 'Uno?')",1
"('else', 'or', 'should')",2
"('we', 'make', 'you')",1
"('option', 'with', 'more')",1
"('with', 'more', 'value')",1
"('more', 'value', 'for')",1
"('value', 'for', 'the')",1
"('for', 'the', 'price?')",1
"('like', 'help', 'booking?')",1
"('Will', 'there', 'be')",1
"('there', 'be', 'anything')",1
"('be', 'anything', 'else')",1
"('book', 'the', 'Allenbell?')",1
"('table', 'there', 'for')",3
"('a', 'more', 'highly')",1
"('more', 'highly', 'rated')",1
"('highly', 'rated', 'place?')",1
"('the', 'hotel', 'directly?')",1
"('find', 'another', 'hotel?')",1
"('Where', 'would', 'you')",1
"('like', 'your', 'train')",1
"('your', 'train', 'to')",1
"('train', 'to', 'leave')",1
"('to', 'leave', 'from')",1
"('leave', 'from', 'and')",1
"('from', 'and', 'go')",1
"('and', 'go', 'to?')",1
"('else', 'you', 'like')",1
"('know', 'about', 'Fitzbillies?')",1
"('table', 'at', 'Efes')",1
"('at', 'Efes', 'Restaurant')",1
"('Efes', 'Restaurant', 'for')",1
"('Restaurant', 'for', 'you?')",1
"('you', 'have', 'further')",2
"('have', 'further', 'questions?')",2
"('to', 'me', 'reserve')",1
"('me', 'reserve', 'a')",1
"('Need', 'me', 'to')",1
"('of', 'further', 'assistance')",2
"('further', 'assistance', 'today?')",1
"('more', 'quiet', 'hotel?')",1
"('else', 'about', 'either')",1
"('should', 'we', 'find')",1
"('we', 'find', 'a')",1
"('a', 'different', 'place')",2
"('different', 'place', 'and')",1
"('place', 'and', 'cancel')",1
"('and', 'cancel', 'this')",1
"('cancel', 'this', 'one?')",1
"('about', 'the', 'Warkworth?')",1
"('Is', 'there', 'another')",1
"('there', 'another', 'location')",1
"('another', 'location', ""you'd"")",1
"('location', ""you'd"", 'like')",1
"('like', 'to', 'learn')",1
"('to', 'learn', 'more')",1
"('learn', 'more', 'about?')",1
"('for', 'another', 'similar')",1
"('another', 'similar', 'place?')",1
"('like', 'to', 'search')",1
"('search', 'for', 'other')",1
"('with', 'booking', 'it?')",1
"('questions', 'about', 'Golden')",1
"('about', 'Golden', 'Wok?')",1
"('There', 'are', 'also')",1
"('are', 'also', 'some')",1
"('also', 'some', 'comments')",1
"('some', 'comments', 'by')",1
"('comments', 'by', 'guest')",1
"('by', 'guest', 'who')",1
"('guest', 'who', 'said')",1
"('who', 'said', 'they')",1
"('said', 'they', 'did')",1
"('they', 'did', 'not')",1
"('did', 'not', 'like')",1
"('not', 'like', 'the')",1
"('like', 'the', 'meal')",1
"('the', 'meal', 'served')",1
"('meal', 'served', 'at')",1
"('served', 'at', 'the')",1
"('at', 'the', 'B&B.')",1
"('the', 'B&B.', 'Would')",1
"('B&B.', 'Would', 'you')",1
"('What', 'amenities', 'are')",1
"('amenities', 'are', 'you')",1
"('you', 'looking', 'for?')",1
"('Any', 'more', 'information')",1
"('more', 'information', 'you')",1
"('information', 'you', 'would')",1
"('questions', 'about', 'Express')",1
"('about', 'Express', 'by')",1
"('Express', 'by', 'Holiday')",2
"('by', 'Holiday', 'Inn')",1
"('Holiday', 'Inn', 'Cambridge?')",1
"('I', 'try', 'to')",1
"('like', 'help', 'making')",1
"('help', 'making', 'a')",1
"('on', 'the', 'establishment?')",1
"('anything', 'else', 'to')",3
"('else', 'to', 'help')",3
"('help', 'you', 'decide?')",1
"('else', 'about', 'Royal')",1
"('Spice,', 'or', 'should')",1
"('find', 'somewhere', 'that')",1
"('somewhere', 'that', 'is')",1
"('that', 'is', 'more')",1
"('is', 'more', 'quiet?')",1
"('additional', 'questions', 'or')",1
"('know', 'more', 'information')",1
"('information', 'about', 'something')",1
"('about', 'something', 'else?')",1
"('a', 'room', 'or')",1
"('room', 'or', 'for')",1
"('or', 'for', 'me')",2
"('continue', 'to', 'look?')",1
"('like', 'to', 'onow')",1
"('to', 'onow', 'anything')",1
"('onow', 'anything', 'else?')",1
"('interested', 'in', 'this')",2
"('in', 'this', 'location?')",2
"('you', 'about', 'Anatolia?')",1
"('option', 'with', 'larger')",1
"('to', 'double', 'check?')",1
"('other', 'information', 'today?')",1
"('table', 'at', 'Grafton')",1
"('at', 'Grafton', 'Hotel')",1
"('Grafton', 'Hotel', 'Restaurant?')",1
"('there', 'or', 'keep')",1
"('or', 'keep', 'looking?')",3
"('better', 'portion', 'sizes?')",1
"('help', 'you', 'choose')",2
"('you', 'choose', 'between')",2
"('choose', 'between', 'them?')",1
"('see', 'if', 'there')",3
"('if', 'there', 'is')",3
"('there', 'is', 'a')",3
"('is', 'a', 'larger')",1
"('more', 'about', 'Kirkwood')",1
"('check', 'on', 'Little')",1
"('on', 'Little', 'Seoul')",1
"('Little', 'Seoul', 'for')",1
"('Seoul', 'for', 'you')",1
"('you', 'have', 'some')",1
"('have', 'some', 'other')",1
"('some', 'other', 'questions?')",1
"('about', 'Golden', 'House?')",1
"('you', 'book', 'it?')",1
"('How', 'much', 'space')",1
"('much', 'space', 'do')",1
"('space', 'do', 'you')",1
"('do', 'you', 'require')",1
"('you', 'require', 'for')",1
"('require', 'for', 'your')",1
"('Shall', 'I', 'seach')",1
"('I', 'seach', 'for')",1
"('seach', 'for', 'an')",1
"('with', 'better', 'internet')",1
"('better', 'internet', 'for')",1
"('internet', 'for', 'you?')",1
"('to', 'reserve', 'one')",1
"('reserve', 'one', 'for')",1
"('one', 'for', 'you?')",1
"('would', 'like', 'help')",1
"('will', 'be', 'in')",2
"('be', 'in', 'your')",2
"('in', 'your', 'party?')",2
"('place', 'with', 'generous')",1
"('with', 'generous', 'portions?')",1
"('check', 'on', 'one')",1
"('on', 'one', 'of')",1
"('the', 'other', 'options?')",1
"('questions', 'about', 'Zizzi')",1
"('about', 'Zizzi', 'Cambridge?')",1
"('to', 'find', 'someplace')",1
"('find', 'someplace', 'else?')",1
"('reservation', 'at', 'J')",1
"('at', 'J', 'Restaurant?')",1
"('any', 'other', 'info?')",1
"('else', 'about', 'El')",2
"('there', 'or', 'get')",1
"('or', 'get', 'more')",2
"('get', 'more', 'information?')",2
"('book', 'the', 'hotel')",1
"('the', 'hotel', 'now?')",1
"('questions', 'about', 'Prezzo')",1
"('about', 'Prezzo', 'for')",1
"('Prezzo', 'for', 'you')",1
"('to', 'try', 'that')",1
"('try', 'that', 'place')",1
"('that', 'place', 'or')",1
"('place', 'or', 'somewhere')",1
"('or', 'somewhere', 'else?')",1
"('reviews', 'on', 'bed')",1
"('on', 'bed', 'comfort?')",1
"('a', 'bit', 'further')",1
"('bit', 'further', 'to')",1
"('further', 'to', 'get')",1
"('get', 'more', 'info')",1
"('more', 'info', 'on')",1
"('info', 'on', 'the')",1
"('on', 'the', 'food')",2
"('the', 'food', 'portions?')",2
"('Can', 'you', 'tell')",1
"('tell', 'me', 'some')",1
"('me', 'some', 'information')",1
"('some', 'information', 'about')",1
"('about', 'the', 'train')",1
"('the', 'train', 'you')",1
"('train', 'you', 'need?')",1
"('choose', 'another', 'hotel')",1
"('questions', 'that', ""you'd"")",1
"(""you'd"", 'like', 'answered?')",1
"('restaurant', 'with', 'heartier')",1
"('with', 'heartier', 'portions')",1
"('heartier', 'portions', 'of')",1
"('portions', 'of', 'food?')",1
"('like', 'some', 'place')",1
"('like', 'assistance', 'with')",1
"('assistance', 'with', 'booking')",1
"('.Would', 'you', 'like')",1
"('reservation', 'there', 'were')",1
"('there', 'were', 'you')",1
"('were', 'you', 'looking')",1
"('you', 'looking', 'more')",1
"('looking', 'more', 'choices?')",1
"('else', 'you', 'about')",1
"('about', 'this', 'Holiday')",1
"('this', 'Holiday', 'Inn?')",1
"('Will', 'that', 'work?')",1
"('with', 'better', 'bed')",1
"('better', 'bed', 'ratings?')",1
"('Should', 'I', 'proceed')",3
"('I', 'proceed', 'to')",2
"('proceed', 'to', 'make')",2
"('there', 'anything', 'other')",1
"('anything', 'other', 'information')",1
"('ahead', 'with', 'the')",2
"('questions', 'about', 'Curry')",1
"('with', 'booking', 'an')",1
"('booking', 'an', 'outdoor')",1
"('a', 'different', 'one?')",1
"('of', 'the', 'hotels')",1
"('the', 'hotels', 'in')",1
"('in', 'the', 'North')",1
"('the', 'North', 'instead')",1
"('North', 'instead', 'that')",1
"('instead', 'that', 'might')",1
"('that', 'might', 'be')",1
"('might', 'be', 'quieter?')",1
"('anything', 'else', 'like')",1
"('else', 'like', 'book')",1
"('like', 'book', 'a')",1
"('for', 'something', 'better?')",2
"('According', 'to', 'reviews')",1
"('to', 'reviews', 'of')",1
"('of', 'the', 'Hobson')",1
"('the', 'Hobson', 'house')",1
"('Hobson', 'house', 'the')",1
"('house', 'the', 'rooms')",1
"('rooms', 'are', 'quite')",1
"('are', 'quite', 'small')",1
"('quite', 'small', 'would')",1
"('small', 'would', 'you')",1
"('a', 'booking', 'somewhere')",1
"('booking', 'somewhere', 'else?')",1
"('Will', 'this', 'booking')",1
"('this', 'booking', 'also')",1
"('booking', 'also', 'be')",1
"('also', 'be', 'for')",1
"('be', 'for', 'three')",1
"('for', 'three', 'people?')",1
"('to', 'book', 'Worth')",1
"('book', 'Worth', 'House?')",1
"('Have', 'you', 'made')",1
"('you', 'made', 'a')",1
"('made', 'a', 'decision?')",1
"('you', 'have', 'anymore')",1
"('have', 'anymore', 'questions?')",1
"('for', 'other', 'options')",1
"('a', 'table', 'indoors?')",1
"('more', 'about', 'Dojo?')",1
"('to', 'try', 'them')",2
"('try', 'them', 'out?')",2
"('places', 'or', 'find')",1
"('or', 'find', 'out')",1
"('about', 'the', 'Carolina?')",1
"('would', 'like', 'more')",1
"('more', 'information', 'on?')",1
"('questions', 'regarding', 'your')",1
"('regarding', 'your', 'reservation')",1
"('your', 'reservation', 'at')",2
"('reservation', 'at', 'Kymmoy?')",1
"('', 'and', 'very')",1
"('and', 'very', 'peaceful')",1
"('very', 'peaceful', '')",1
"('peaceful', '', 'Would')",1
"('', 'Would', 'you')",1
"('place', ""that's"", 'a')",1
"(""that's"", 'a', 'little')",1
"('little', 'more', 'affordable?')",1
"('place', 'with', 'large')",2
"('with', 'large', 'serving')",1
"('large', 'serving', 'portions?')",1
"('with', 'large', 'portions?')",1
"('about', 'the', 'rooms?')",1
"('to', 'make', 'any')",1
"('make', 'any', 'changes')",1
"('any', 'changes', 'to')",1
"('changes', 'to', 'your')",1
"('with', 'better', 'customer')",1
"('better', 'customer', 'reviews?')",1
"('to', 'try', 'the')",1
"('try', 'the', 'Cambridge')",1
"('the', 'Cambridge', 'Chop')",1
"('Cambridge', 'Chop', 'House?')",2
"('Should', 'I', 'select')",1
"('I', 'select', 'a')",1
"('select', 'a', 'different')",1
"('a', 'different', 'guesthouse')",2
"('different', 'guesthouse', 'for')",2
"('place', 'for', 'you')",1
"('for', 'you', 'to')",1
"('you', 'to', 'stay')",1
"('to', 'stay', 'instead?')",1
"('find', 'some', 'place')",1
"('to', 'know', 'something')",1
"('know', 'something', 'else')",1
"('I', 'book', 'you?')",2
"('reservation', 'or', 'keep')",1
"('more', 'about', 'Ali')",1
"('about', 'Ali', 'Baba?')",1
"('you', 'at', ""Rosa's"")",1
"('at', ""Rosa's"", 'Bed')",1
"('It', 'is', 'close')",1
"('is', 'close', 'to')",1
"('close', 'to', 'one')",1
"('to', 'one', 'customer,')",1
"('one', 'customer,', 'and')",1
"('customer,', 'and', 'they')",1
"('and', 'they', 'like')",1
"('they', 'like', 'it,')",1
"('like', 'it,', 'but')",1
"('it,', 'but', 'other')",1
"('but', 'other', 'than')",1
"('other', 'than', 'that...')",1
"('than', 'that...', 'Want')",1
"('that...', 'Want', 'to')",1
"('Want', 'to', 'change')",1
"('book', 'it', 'for?')",1
"('Is', 'that', 'within')",1
"('that', 'within', 'your')",1
"('within', 'your', 'budget?')",1
"('to', 'book', 'one')",1
"('book', 'one', 'of')",1
"('else', 'for', 'your')",1
"('for', 'your', 'trip')",1
"('your', 'trip', 'today?')",1
"('in', 'knowing', 'any')",1
"('knowing', 'any', 'other')",1
"('book', 'the', 'reservation')",1
"('the', 'reservation', 'at')",1
"('reservation', 'at', 'Rajmahal?')",1
"('about', 'the', 'Archway')",2
"('the', 'Archway', 'House?')",2
"('else', 'or', 'check')",1
"('or', 'check', 'on')",1
"('Should', 'I', 'finalize')",1
"('I', 'finalize', 'that')",1
"('finalize', 'that', 'reservation')",1
"('Can', 'I', 'let')",1
"('I', 'let', 'you')",1
"('let', 'you', 'know')",1
"('you', 'know', 'anything')",1
"('any', 'more', 'from')",1
"('more', 'from', 'me?')",1
"('reservation', 'or', 'can')",1
"('can', 'I', 'give')",1
"('I', 'give', 'you')",1
"('about', 'The', 'Niral?')",1
"('many', 'people', 'would')",1
"('people', 'would', 'you')",1
"('a', 'reservation', 'for?')",1
"('different', 'place', 'to')",1
"('place', 'to', 'stay?')",2
"('it', 'or', 'should')",2
"('should', 'I', 'pick')",1
"('I', 'pick', 'another')",1
"('pick', 'another', 'option?')",1
"('at', 'another', 'place?')",2
"('you', 'have', 'futher')",1
"('have', 'futher', 'questions?')",1
"('Can', 'i', 'book')",1
"('i', 'book', 'you')",1
"('some', 'place', 'else')",1
"('place', 'else', 'or')",1
"('is', 'that', 'ok?')",1
"('Is', 'there', 'a')",2
"('there', 'a', 'particular')",1
"('a', 'particular', 'drink')",1
"('particular', 'drink', 'or')",1
"('drink', 'or', 'further')",1
"('or', 'further', 'question')",1
"('further', 'question', 'you')",1
"('question', 'you', 'would')",1
"('like', 'to', 'ask')",1
"('ask', 'about', 'it?')",1
"('Want', 'another', 'suggestion?')",1
"('into', 'some', 'alternatives?')",1
"('offers', 'more', 'options?')",1
"('', 'etc.', 'Would')",1
"('etc.', 'Would', 'you')",1
"('like', 'it', 'will')",1
"('it', 'will', 'work')",1
"('will', 'work', 'for')",1
"('table', 'at', 'Kohinoor?')",1
"('about', 'the', 'Avalon?')",2
"('know', 'about', 'Cotto?')",1
"('anything', 'else', '?')",1
"('Although', 'no', 'place')",1
"('no', 'place', 'is')",1
"('place', 'is', 'COMPLETELY')",1
"('is', 'COMPLETELY', 'silent,')",1
"('COMPLETELY', 'silent,', 'right?')",1
"('know', 'about', 'Bedouin?')",1
"('there', 'anything', 'more')",1
"('anything', 'more', 'you')",1
"('more', 'you', 'would')",1
"('know', 'about', 'it')",1
"('about', 'it', 'before')",1
"('it', 'before', 'making')",1
"('a', 'better', 'value?')",1
"('questions,', 'or', 'shall')",1
"('another', 'place', 'to')",1
"('else', 'about', 'Home')",1
"('about', 'Home', 'From')",1
"('Home', 'From', 'Home?')",1
"('to', 'help', 'narrow')",1
"('help', 'narrow', 'down')",1
"('give', 'the', 'hotel')",1
"('the', 'hotel', 'a')",1
"('hotel', 'a', 'try?')",1
"('about', 'the', 'Lovell')",1
"('the', 'Lovell', 'Lodge')",1
"('Lovell', 'Lodge', 'or')",1
"('Lodge', 'or', 'check')",1
"('or', 'check', 'into')",1
"('check', 'into', 'some')",1
