,question,turn_nr,reference_response,reference_length,ref_know_nr,reference_domain,reference_doc_type,prediction_response,prediction_length,pred_know_nr,prediction_domain,prediction_doc_type,bleu,meteor,rouge1,rouge2,rougeL,dialogue_act_history
1530,Are there pleasant sights from the accommodations?,11,Yes there are.  According to some of the previous guests the room provided a great view and even referred to the views as exquisite.,132,5,hotel,review,"Yes, there are pleasant sights from the accommodations at the Acorn Guest House. Past guests have described the view as exquisite and unlike anything they've ever seen before.",175,5,hotel,review,0.04554713831022346,0.20379412150236512,0.4150943396226415,0.19607843137254902,0.339622641509434,"['opinion', 'opinion', 'statement', 'yes_no_question', 'command', 'statement', 'statement', 'statement', 'opinion', 'statement', 'yes_no_question']"
1531,Can you tell me whether Bedouin offers beer that's a good value for the price?,5,"The prices are reasonable for both the food and drinks available at the Bedouin restaurant, although some wished for them to be a bit cheaper.",142,7,restaurant,review,"Yes, the Bedouin does offer beer that's a good value for the money. Past guests have said that the prices were reasonable.",122,10,restaurant,review,0.04050131556900885,0.1617505624041439,0.3333333333333333,0.08695652173913043,0.16666666666666666,"['command', 'opinion', 'opinion', 'opinion', 'command']"
1532,"Before you book, is the hotel itself quiet?",13,All the reviewers say that the hotel is very quiet. Is there anything else you need to know about it?,101,4,hotel,review,The Ashley Hotel is very quiet according to most guests. Only one person complained about loud noises during their stay.,120,5,hotel,review,0.07645949399477267,0.1700823373289933,0.35,0.15789473684210525,0.35,"['statement', 'statement', 'opinion', 'statement', 'opinion', 'opinion', 'command', 'command', 'yes_no_question', 'statement', 'opinion', 'opinion', 'statement']"
1533,Does this place offer a good view from my room?,9,"Yes, when staying at The Cambridge Belfry guests will be treated to a spectacular view of the forest and mountains.",115,2,hotel,review,The Cambridge Belfry has a spectacular view of the mountains from the balcony. Would you like to book a room there?,115,3,hotel,review,0.22325877055095225,0.26393141826076066,0.4878048780487805,0.3076923076923077,0.4390243902439024,"['statement', 'yes_no_question', 'opinion', 'opinion', 'command', 'statement', 'open_question_opinion', 'statement', 'yes_no_question']"
1534,Which one of them is in a better location?,11,The University Arms seems to be in a good location. Reviews are more mixed about the location of the Gonville Hotel.,116,6,hotel,review,Both the Gonville Hotel and the University Arms Hotel are in a good location. Would you like me to reserve a room for you?,122,9,hotel,review,0.21223633441554038,0.2862492321706697,0.5333333333333333,0.3255813953488372,0.3111111111111111,"['statement', 'statement', 'pos_answer', 'yes_no_question', 'yes_no_question', 'open_question_factual', 'statement', 'statement', 'command', 'command', 'open_question_opinion']"
1535,I want the room to be spotless,5,The Kirwood House staff pride themselves in having the rooms clean and spotless before guests arrive.,101,3,hotel,review,The Kirkwood house has clean rooms according to the reviews I have on hand for that location.  Sound good to you?,113,3,hotel,review,0.024623373672221803,0.11622276029055689,0.3243243243243243,0.0,0.16216216216216214,"['statement', 'statement', 'statement', 'opinion', 'opinion']"
1536,Which one has cleaner bathrooms?,17,"The bathrooms at the Gonville Hotel are super clean, while those at the University Arms Hotel can be unclean on occasion.",121,5,hotel,review,The bathrooms at the Gonville Hotel are very clean and pristine while those at the University Arms Hotel are lacking in cleanliness.,132,6,hotel,review,0.518498915219675,0.4358691359627347,0.6976744186046512,0.5853658536585366,0.6976744186046512,"['open_question_factual', 'command', 'opinion', 'open_question_opinion', 'opinion', 'command', 'opinion', 'statement', 'command', 'opinion', 'statement', 'statement', 'statement', 'open_question_opinion', 'yes_no_question', 'statement', 'open_question_opinion']"
1537,"Yes, does the hotel have a good view from its rooms?",5,"Yes, The Lensfield Hotel is well known for its spectacular views. Do you have any other questions about the hotel?",114,3,hotel,review,"The Lensfield Hotel has gorgeous views according to two guests, but one person said they couldn't get enough of it.",115,5,hotel,review,0.07306186623318163,0.1410080272853769,0.1951219512195122,0.10256410256410256,0.1951219512195122,"['statement', 'statement', 'open_question_factual', 'statement', 'pos_answer']"
1538,How are the views from that restaurant?,11,"While the Nirala restaurant has modest drinks, the views from the establishment are excellent and cannot be beat.",113,4,restaurant,review,The Nirala is in the heart of the city and offers excellent views that can't be beat. Would you like a reservation?,115,5,restaurant,review,0.07707532488755381,0.20426402888868747,0.4390243902439025,0.10256410256410256,0.34146341463414637,"['statement', 'open_question_factual', 'statement', 'open_question_factual', 'open_question_factual', 'statement', 'statement', 'open_question_opinion', 'opinion', 'opinion', 'open_question_factual']"
1539,What kind of view does the room have?,11,"Reviews on the view at the Alexander Bed and Breakfast  are universally positive, ranging from a ""great little view"" all the way up to ""Stunning"".  Reviews mention the ocean view in particular!",193,4,hotel,review,The Alexander Bed and Breakfast has a great view of the ocean. Would you like me to make a reservation for you?,111,6,hotel,review,0.0729526972516007,0.1572694933863888,0.4074074074074074,0.23076923076923075,0.3703703703703703,"['command', 'statement', 'statement', 'comment', 'opinion', 'statement', 'statement', 'statement', 'open_question_factual', 'statement', 'open_question_factual']"
1540,Isn't this place in city centre too loud?,3,"The hotel is well sound-proofed with quiet rooms, which is great in the city centre. Would you like to make a reservation?",122,2,hotel,review,The Cityroomz hotel is located in a quiet area with no disruptions from outside noise. Would you like me to book a room for you?,128,3,hotel,review,0.1253534364362131,0.18209770579595405,0.4999999999999999,0.13043478260869565,0.37499999999999994,"['statement', 'statement', 'opinion']"
1541,Can you tell me what the views from the room will be like? I want amazing views!,7,The view from the balcony was exquisite and unlike anything seen before. Some loved the view and great location.,112,5,hotel,review,The Acorn Guest House has amazing views that are unlike anything you've ever seen before. Would you like me to book a room for you?,131,5,hotel,review,0.06798898171917449,0.1516083294885553,0.26666666666666666,0.09302325581395349,0.26666666666666666,"['statement', 'open_question_opinion', 'opinion', 'opinion', 'opinion', 'command', 'command']"
1542,How sanitary are the restrooms at the Allenbell?,11,"The facilities at the Allenbell are super clean and sanitary, and known to even impress a portion of its guests.",112,2,hotel,review,The Allenbell has super-clean and sanitary bathrooms according to guest reviews. Do you want to book a room there?,114,2,hotel,review,0.047369900721408766,0.19442819884986037,0.45,0.21052631578947367,0.4000000000000001,"['statement', 'open_question_opinion', 'statement', 'opinion', 'opinion', 'statement', 'statement', 'command', 'opinion', 'open_question_factual', 'open_question_factual']"
1543,Does Shanghai Family Restaurant have great service?,9,"I've read some bad reviews about the service at Shanghai Family Restaurant, although I've also read a review that was very pleased with the waitstaff during their visit. Do you have any other questions for me?",209,3,restaurant,review,The Shanghai Family Restaurant has mixed reviews about their service. Some say they enjoyed the service while others say they were having a bad day. Would you like me to find another place with better service?,209,3,restaurant,review,0.062437025710930315,0.19424233317790648,0.4594594594594595,0.11111111111111112,0.21621621621621623,"['yes_no_question', 'yes_no_question', 'statement', 'statement', 'statement', 'statement', 'statement', 'pos_answer', 'yes_no_question']"
1544,Do they have a nice view?,7,Past diners commented that the view is a bit lackluster and that better ones can be found at other restaurants. Do you have any other questions?,144,2,restaurant,review,"The Cocum has a lackluster view according to two customers, but one person said that there were better views nearby.",116,2,restaurant,review,0.020579862862859195,0.1498557466574333,0.3043478260869565,0.0,0.2173913043478261,"['statement', 'command', 'yes_no_question', 'statement', 'command', 'statement', 'statement']"
1545,Are the rooms clean?,9,"Yes, The rooms are regularly cleaned by housekeepers to an excellent degree in order to remove anything that is unclean.",120,1,hotel,review,The Rosa's Bed and Breakfast has clean rooms according to one guest review. Would you like me to book it for you?,113,1,hotel,review,0.02352622489487909,0.07715117864588865,0.23255813953488372,0.0,0.18604651162790697,"['opinion', 'opinion', 'opinion', 'statement', 'command', 'statement', 'statement', 'statement', 'yes_no_question']"
1546,Is the beer reasonable priced here?,7,There's alcohol beverages served at the Bedouin restaurant that are regarded as being reasonably priced.,104,7,restaurant,review,"The Bedouin gets high marks for their prices with customers saying the prices were reasonable, affordable, and high quality. Would you like to know more about them?",164,10,restaurant,review,0.015784309053930103,0.06580952941581164,0.18604651162790697,0.04878048780487805,0.13953488372093023,"['statement', 'statement', 'open_question_factual', 'command', 'command', 'statement', 'yes_no_question']"
1547,Does the Lensfield Hotel have any big rooms available?,13,"There have been many complaints about the rooms feeling way too small and cramped, even for a single occupant.",110,5,hotel,review,"No, unfortunately the Lensfield Hotel isn't known for having large rooms. Past guests have said that the rooms were too small.",126,5,hotel,review,0.05291907393644995,0.13732273541001866,0.2926829268292683,0.10256410256410256,0.24390243902439024,"['opinion', 'opinion', 'opinion', 'statement', 'statement', 'statement', 'command', 'opinion', 'opinion', 'opinion', 'opinion', 'statement', 'statement']"
1548,Any good views here?,7,"The reviews are very favorable regarding the views. Guests said the view was great especially at sunset, they enjoyed looking out the window for the unique view, and one guest said it was so relaxing with the excellent view. would you like to know more about the place?",269,3,hotel,review,The A and B Guest House has excellent views especially at sunset. Would you like me to book a room for you?,107,3,hotel,review,0.027931283349985372,0.1330437177122055,0.3714285714285714,0.14705882352941177,0.28571428571428575,"['statement', 'opinion', 'opinion', 'opinion', 'pos_answer', 'command', 'yes_no_question']"
1549,Is there too much noise near the hotel?,5,"Some people found it quiet, but many others thought it was a bit noisy, both from outside traffic, and from other rooms.",120,8,hotel,review,"The Alexander Bed and Breakfast is located in a quiet and well appointed area, but it can be noisy at times.",108,7,hotel,review,0.040879252121008375,0.13201604851010998,0.2790697674418604,0.0,0.18604651162790697,"['statement', 'statement', 'opinion', 'statement', 'open_question_opinion']"
1550,Do they serve large portions here?,5,"The portions at the Sala Thong Restaurant are  small according to a majority of guests, but some still said they were huge. I guess it depends on what you are used to.",167,6,restaurant,review,The majority of reviewers thought that the portions were too small. Only one person thought they were large. Would you like to know more about them?,148,6,restaurant,review,0.03894511562811976,0.18658369573251526,0.3448275862068966,0.10714285714285714,0.2413793103448276,"['opinion', 'statement', 'statement', 'statement', 'open_question_factual']"
1551,I want the staff to be very cordial.,7,"The worth house has a lot of good reviews and only one negative review, where is the city center North B&B has split reviews, both positive and negative. I would advise the Worth house.",185,9,hotel,review,"The staff at the Worth House is said to be super friendly and courteous, but at times they can be slow to respond.",114,7,hotel,review,0.02261256781450731,0.09157995376162029,0.20689655172413796,0.07142857142857142,0.17241379310344826,"['statement', 'statement', 'opinion', 'statement', 'opinion', 'statement', 'opinion']"
1552,Is the hotel quiet?,13,"Yes, the Acorn Guest House is quiet. Past customers have indicated that they were able to enjoy the peace and quiet.",116,3,hotel,review,"Yes, the Acorn Guest House is quiet. Past guests have said that they were not disturbed by any loud or disruptive patrons.",122,3,hotel,review,0.4301606518769334,0.3432752593479132,0.5581395348837208,0.4390243902439024,0.5581395348837208,"['statement', 'statement', 'statement', 'statement', 'command', 'statement', 'statement', 'statement', 'opinion', 'opinion', 'command', 'opinion', 'open_question_opinion']"
1553,Does the Lensfield Hotel offer good views from its rooms?,7,"According to previous guests, the Lensfield Hotel offers excellent views from its rooms. Is there any more information I could find for you?",140,3,hotel,review,"The Lensfield Hotel has gorgeous views according to most guests, but one person did say they didn't see that at the time of booking.",132,5,hotel,review,0.04858971931642977,0.17985689270177369,0.2916666666666667,0.13043478260869565,0.16666666666666666,"['statement', 'open_question_opinion', 'opinion', 'open_question_opinion', 'statement', 'statement', 'open_question_factual']"
1554,Is it a good value for the cost?,17,"According to the reviews that I have on hand for this location, the value has been described as above average, real good, and good bang for the buck.",149,3,hotel,review,The Finches Bed and Breakfast is considered to be a good value for the money by most guests. Only one person thought it was overpriced.,135,5,hotel,review,0.03154677865211586,0.12810607193082077,0.2641509433962264,0.03921568627450981,0.1886792452830189,"['opening', 'opinion', 'opinion', 'statement', 'command', 'statement', 'statement', 'opinion', 'statement', 'yes_no_question', 'yes_no_question', 'statement', 'statement', 'statement', 'statement', 'statement', 'yes_no_question']"
1555,How's the view from Efes Restaurant?,3,Most people that go to Efes Restaurant and find the views splendid despite being situated in the middle of a strip mall.,120,4,restaurant,review,"The Efes Restaurant is located in a strip mall, so it may not be the best view, but it is near lots of cool things nearby.",122,4,restaurant,review,0.06976059189487863,0.19406459347204622,0.4583333333333333,0.13043478260869565,0.24999999999999994,"['statement', 'statement', 'open_question_factual']"
1556,Do they have a nice view for dining?,21,"Frankie and Bennys is located in a mall so the view is generally a parking lot. However, there is a review stating the loved the view there. Would you like me to find another place with a good view?",198,2,restaurant,review,The Frankie and Benny's has a nice view of the parking lot. Would you like me to make a reservation for you?,108,2,restaurant,review,0.13132771807567864,0.14922185174002947,0.4838709677419355,0.23333333333333334,0.4193548387096774,"['statement', 'open_question_opinion', 'opinion', 'open_question_opinion', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'command', 'statement', 'opinion', 'yes_no_question', 'opinion', 'open_question_factual', 'statement', 'open_question_opinion', 'open_question_opinion', 'statement', 'yes_no_question']"
1557,Is the Alexander B&B in a quiet location?,5,"Some previous guests have stated that it is exteremly quiet, but other guests have said that it was a bit noisy, quite noisy, very noisy due to traffic.",152,8,hotel,review,"The Alexander Bed and Breakfast is in a quiet location according to most guests, but a few did find it to be noisy.",115,7,hotel,review,0.034044707444055876,0.14157834023871646,0.3137254901960784,0.0,0.19607843137254902,"['statement', 'statement', 'open_question_opinion', 'statement', 'yes_no_question']"
1558,Is there a good view from their rooms?,9,The Finches Bed and Breakfast supposedly has great views from their rooms according to one guest review.,104,1,hotel,review,The Finches Bed and Breakfast has a beautiful rustic view according to guests. Would you like a reservation?,108,2,hotel,review,0.21951524426618454,0.2344697035514287,0.5714285714285715,0.30303030303030304,0.5714285714285715,"['yes_no_question', 'opinion', 'open_question_opinion', 'opinion', 'opinion', 'statement', 'statement', 'statement', 'open_question_factual']"
1559,Is this place one of those that give you a lot of food?,7,"The Michaelhouse cafe has polarized reviews, some say the portions are big, others say the portions are small.",110,6,restaurant,review,"The Michaelhouse Cafe gets mixed reviews on their portion sizes. Some say they left full, while others say the portions were too small. Would you like to know more about them?",175,6,restaurant,review,0.09672649511413096,0.320728604350512,0.4897959183673469,0.25531914893617025,0.4489795918367347,"['statement', 'statement', 'yes_no_question', 'statement', 'command', 'statement', 'statement']"
1560,Does it offer a room with an enjoyable view?,11,Cityroomz reviews regarding the room views are quite high. Guests were very happy about the views. Would you like to know more about Cityroomz?,143,4,hotel,review,The Cityroomz has really good views according to most guests. Only one person said they were not disappointed.,110,5,hotel,review,0.02111608952822173,0.10616113744075828,0.28571428571428575,0.0,0.1904761904761905,"['statement', 'open_question_factual', 'statement', 'statement', 'open_question_opinion', 'statement', 'command', 'open_question_opinion', 'opinion', 'command', 'yes_no_question']"
1561,"Wait, does the room offer a great view?",7,"Yes, one of the benefits of staying at the Arbury Lodge Guesthouse is that the views are amazing, especially at night.",118,5,hotel,review,"Yes, the Arbury Lodge Guesthouse does offer a great view. Past guests have described it as amazing and private.",111,5,hotel,review,0.12617034305956953,0.2062973628422917,0.35,0.15789473684210525,0.35,"['statement', 'command', 'statement', 'opinion', 'yes_no_question', 'statement', 'open_question_opinion']"
1562,Do they have spacious rooms?,11,"The rooms at the Aylesbray lodge are nice and big, but I could only find one review on it. Do want to book a room?",114,1,hotel,review,"The Aylesbray Lodge Guest House has nice and big rooms according to one guest, but another said the room was a bit dirty.",121,1,hotel,review,0.08088426512311027,0.2376912219789311,0.5416666666666667,0.21739130434782608,0.3333333333333333,"['statement', 'opinion', 'open_question_opinion', 'command', 'opinion', 'command', 'command', 'statement', 'yes_no_question', 'command', 'yes_no_question']"
1563,DO they have good wifi?,5,"According to past guests, there is free wifi at Bridge Guest House. One past guest said it was very fast.",105,3,hotel,review,"Yes, they do have good wifi at Bridge Guest House. Past guests have described it as extremely fast and reliable.",112,7,hotel,review,0.23606740829164732,0.2946695240055786,0.45,0.2631578947368421,0.45,"['opinion', 'statement', 'opinion', 'command', 'yes_no_question']"
1564,Does the room have a good view?,17,"Yes, the views at The Gonville Hotel do have good views. Past guests have described them as stunning and impeccable.",116,3,hotel,review,The Gonville Hotel has a stunning view of the surrounding sights and attractions. Can I help you with anything else?,116,3,hotel,review,0.07593245801656752,0.14534244986107803,0.35,0.10526315789473684,0.25,"['open_question_opinion', 'command', 'opinion', 'command', 'command', 'statement', 'command', 'statement', 'command', 'statement', 'statement', 'yes_no_question', 'pos_answer', 'open_question_opinion', 'opinion', 'statement', 'yes_no_question']"
1565,Will I get some bang for my buck here?,11,There are mixed reviews about how good of a value the Avalon is. Somebody was a good value. Others thought that it cost too much.,129,6,hotel,review,The Avalon gets mixed reviews on value. Some guests thought it was a good value for the money while others felt it was overpriced. Would you like me to find another place with better value?,189,7,hotel,review,0.0925543577728339,0.2322471368495863,0.39999999999999997,0.1724137931034483,0.3,"['statement', 'statement', 'statement', 'open_question_opinion', 'open_question_factual', 'statement', 'command', 'statement', 'statement', 'statement', 'open_question_factual']"
1566,I need to know what their breakfast options are?,3,"When selecting to stay at the Kirkwood House, one should expect to experience various breakfast options that are favored highly.",128,3,hotel,review,The Kirkwood House offers a wide variety of breakfast options for free. Would you like me to book a room for you?,113,3,hotel,review,0.0492467473444436,0.1882375040382122,0.28571428571428564,0.15,0.23809523809523808,"['command', 'command', 'command']"
1567,Does it have a good view?,11,"The gonville hotel's reviews indicate that it has an excellent view of the surronding sights and attractions, with a romantic vibe.  One reviewer even claimed the view was impeccable!",183,3,hotel,review,The Gonville Hotel has an excellent view of the surrounding sights and attractions. Would you like to book?,107,3,hotel,review,0.1732577025167545,0.22576200051335,0.5,0.391304347826087,0.5,"['statement', 'statement', 'thanking', 'statement', 'statement', 'statement', 'pos_answer', 'statement', 'statement', 'opinion', 'yes_no_question']"
1568,Is there a good view?,11,"Guests of the Lensfield hotel said that the view was beautiful, gorgeous, and that they ended up taking pictures.",113,3,hotel,review,"The Lensfield Hotel has gorgeous views according to most guests, but one person did say they didn't see it at the time of booking.",130,5,hotel,review,0.023497215931088396,0.23636956405528597,0.40909090909090906,0.09523809523809525,0.22727272727272727,"['command', 'command', 'command', 'statement', 'statement', 'complaint', 'statement', 'statement', 'statement', 'statement', 'yes_no_question']"
1569,Is this a good location for travelers?,11,"Yes, Avalon does seem to be a good location for travelers. People have talked about how close it is to the sightseeing destinations.",132,2,hotel,review,The Avalon Hotel is in a great location that is close to sightseeing destinations. Would you like me to book you a room?,120,2,hotel,review,0.07278682554989221,0.20817729782918382,0.43478260869565216,0.045454545454545456,0.30434782608695654,"['command', 'statement', 'statement', 'statement', 'open_question_opinion', 'command', 'statement', 'statement', 'command', 'statement', 'yes_no_question']"
1570,"Is the staff is well trained to be friendly, fast and flawless?",7,"Nobody is flawless!  However, according to the reviews that I have on hand for this location, the opinions are mostly positive.  Only one quarter described an incident involving a prejudiced waiter, whereas three quarters found the service great, really good, on point, welcoming and attentive!",294,4,restaurant,review,"The staff at the Backstreet Bistro can be viewed as being friendly, fast, and flawless, but at times they can be prejudiced.",124,4,restaurant,review,0.00827585065649247,0.07675819094164367,0.14925373134328357,0.0,0.08955223880597016,"['yes_no_question', 'statement', 'statement', 'statement', 'pos_answer', 'opinion', 'yes_no_question']"
1571,Do any of the rooms have nice views?,5,"According to the reviews that I have on hand for this location, the view has been described as peaceful and amazing!",116,1,hotel,review,The Lovell Lodge has amazing views according to one guest. Would you like to book a room there?,95,1,hotel,review,0.02168776966261936,0.10186308449974235,0.30769230769230765,0.05405405405405405,0.15384615384615383,"['opinion', 'statement', 'opinion', 'yes_no_question', 'yes_no_question']"
1572,Would you say they are a calm and peaceful place to stay?,9,"The Ashley Hotel doesn't have any complaints about noises, all the guests say that the hotel is very quiet.",107,4,hotel,review,The Ashley Hotel is quiet according to most guests. Only one person complained about loud noises during their stay.,115,4,hotel,review,0.08896962872669692,0.2065072904300658,0.41025641025641024,0.16216216216216214,0.25641025641025644,"['statement', 'opinion', 'opinion', 'opinion', 'open_question_factual', 'statement', 'statement', 'command', 'opinion']"
1573,Is it centrally located?,13,"Customers say that it's kind of in the middle of nowhere, but overall the location is really nice.  Do you want to make a reservation still?",140,4,restaurant,review,"The Eraina restaurant is located in a great spot in the downtown part of town, which is wonderful for a date night out on the town.",131,4,restaurant,review,0.03644439077831288,0.0843331667052095,0.2641509433962264,0.0392156862745098,0.18867924528301885,"['yes_no_question', 'command', 'opinion', 'command', 'command', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'opinion', 'opinion']"
1574,Which one is a good value for the money?,5,Customers of both Anatolia and The Efes Restaurant have stated that the prices were reasonable and worth it.,108,6,restaurant,review,The Efes Restaurant has lower prices than Anatolia. Would you like me to find a place with lower prices?,104,11,restaurant,review,0.08039313477786734,0.20647864795297144,0.27027027027027023,0.11428571428571428,0.21621621621621623,"['statement', 'open_question_opinion', 'opinion', 'opinion', 'opinion']"
1575,Do the reviews mention anything about large portion sizes?,3,"Most customers said the portions were too small for them, only a couple said that the portions were good. Do you still want a reservation there?",144,6,restaurant,review,The reviews are mixed on the portion sizes with some customers saying the portions were massive and others saying they left hungry. Would you like to know more about them?,171,6,restaurant,review,0.05682676011595584,0.1844601786747323,0.28571428571428575,0.11111111111111112,0.21428571428571427,"['command', 'opinion', 'yes_no_question']"
1576,Is the guesthouse staff nice and friendly?,5,"It is divided, so it pribanly depends on the length of your stay, some guests found the staff friendly and helpful, others thought they were rude and felt violated by their unprofessionalism.",191,6,hotel,review,The Hamilton Lodge gets mixed reviews on their staff. Some guests found them friendly and helpful while others found them rude and unprofessional. Would you like me to find another place with better staff ratings?,213,6,hotel,review,0.060668581948504496,0.20439800557341314,0.41791044776119407,0.15384615384615385,0.3283582089552239,"['statement', 'open_question_factual', 'statement', 'command', 'yes_no_question']"
1577,Can you please find one with clean bathrooms between two?,13,"Past guests of the Gonville Hotel say that the bathroom was clean, while there is some disagreement among whether or not the bathroom was clean at University Arms.",163,5,hotel,review,"The bathrooms at the Gonville Hotel are said to be very clean, while those at the University Arms Hotel are described as super clean.",133,5,hotel,review,0.09750124658408021,0.24554812886449806,0.4615384615384615,0.19999999999999998,0.30769230769230765,"['open_question_factual', 'statement', 'comment', 'statement', 'pos_answer', 'command', 'opinion', 'statement', 'opinion', 'opinion', 'statement', 'command', 'command']"
1578,"Before you book it, can you tell me if it’s a noisy or a quiet neighborhood?",5,There are several complaints from guests unhappy about the noises from other rooms and from the nearby traffic.,111,8,hotel,review,"The Alexander Bed and Breakfast is located in a quiet neighborhood according to most guests, but a few did find it to be noisy.",127,7,hotel,review,0.019011755113058346,0.09808319382628987,0.14285714285714288,0.0,0.09523809523809525,"['statement', 'statement', 'opinion', 'statement', 'command']"
1579,Would you describe that as a good location?,3,"The location is nice, but it's quite a bit out of the way for most people. Would you be interested in booking a table?",118,3,restaurant,review,"The Tandoori Palace is located in a plaza with a nice fountain. One person said it was a letdown, though.",105,3,restaurant,review,0.023272769937761412,0.10386485257598546,0.35555555555555557,0.0,0.22222222222222224,"['yes_no_question', 'opinion', 'opinion']"
1580,Does the restaurant serve alcohol?,7,Pizza Hut Cherry Hinton serves alcoholic drinks for their guests to enjoy. Can I help you with anything else?,109,10,restaurant,review,"Yes, The Copper Kettle does serve alcoholic drinks. There are some mixed reviews with some customers saying the drinks were high quality and affordable while others thought they were too expensive. Would you like to know more about them?",237,10,restaurant,review,0.02331372206682652,0.12584722187986996,0.20689655172413793,0.07142857142857142,0.13793103448275865,"['command', 'opinion', 'yes_no_question', 'statement', 'open_question_opinion', 'command', 'yes_no_question']"
1581,I need it to be peaceful surrounding at the hotel.,15,The Acorn Guesthouse is peaceful and quiet. I could find no negative reviews about the noise levels. Should we book it?,119,3,hotel,review,The Acorn Guest House is very quiet according to guest reviews. Would you like me to make a reservation for you?,112,3,hotel,review,0.04312903019642886,0.13745700095721952,0.23809523809523808,0.05000000000000001,0.23809523809523808,"['statement', 'opinion', 'opinion', 'statement', 'pos_answer', 'statement', 'statement', 'statement', 'opinion', 'statement', 'opinion', 'opinion', 'opinion', 'statement', 'statement']"
1582,Are their drink prices reasonable?,3,"I think it depends on your budget, some people say that the drinks were a bit overpriced and others say that they were very well priced. Do you want any other information?",171,5,restaurant,review,The Stazione Restaurant and Coffee Bar has a lot of reviews that say the prices are a bit overpriced. Only one person thought it was affordable. Would you like to know more about them?,184,5,restaurant,review,0.05132575833120712,0.1922226325798623,0.30303030303030304,0.0625,0.1818181818181818,"['statement', 'statement', 'yes_no_question']"
1583,Do they have a wide variety of merlot?,5,"Yes, the Darrys Cookhouse and Wine Shop has many drink options including Merlot which are surprisingly affordable.",114,4,restaurant,review,"No, unfortunately those that have previously dined at the Darry's Cookhouse and Wine Shop would state that the merlot is a wide variety.",136,0,empty,empty,0.10845182904139573,0.1885249433395711,0.34146341463414637,0.20512820512820512,0.34146341463414637,"['opinion', 'statement', 'open_question_opinion', 'opinion', 'yes_no_question']"
1584,Is it located in the quiet part of town?,13,"No, the guests that have stayed at the Alexander Bed and Breakfast have experienced both loud and quiet environments at the location.",133,8,hotel,review,"The Alexander Bed and Breakfast is located in a quiet part of town according to most guests, but a few did say it was noisy.",124,9,hotel,review,0.10332090908268508,0.2416739453266187,0.3404255319148936,0.17777777777777778,0.2553191489361702,"['command', 'open_question_opinion', 'open_question_opinion', 'opinion', 'command', 'statement', 'command', 'command', 'statement', 'command', 'statement', 'statement', 'yes_no_question']"
1585,Is the Bolognese served at this restaurant made on premise with price that is competitive?,9,"According to the reviews that I have on hand for that location, the prices have been described as affordable.  I'm not sure if it's made on premise, however.",157,1,restaurant,review,Frankie and Benny's gets some mixed reviews on their prices. Some customers thought the prices were reasonable and affordable while others thought it was overpriced. Would you like to know more about them?,205,6,restaurant,review,0.029000744656730446,0.14172283095314525,0.25,0.03225806451612904,0.18750000000000003,"['open_question_factual', 'statement', 'statement', 'statement', 'yes_no_question', 'statement', 'statement', 'command', 'yes_no_question']"
1586,Is the view nice?,9,The view at Saint John's Chop House is generally considered very good while some say they've seen better at other establishments around there. Would you like to know more about them?,182,4,restaurant,review,"Saint Johns Chop House has great views according to most customers. One person said it wasn't as good as some neighboring places, though.",137,4,restaurant,review,0.03019002462251501,0.11010188957692299,0.2807017543859649,0.07272727272727272,0.2105263157894737,"['opinion', 'statement', 'command', 'statement', 'statement', 'open_question_opinion', 'opinion', 'statement', 'yes_no_question']"
1587,I need to make sure that this location is very peaceful and quiet.,7,"According to the reviews I have on hand for that location, the location is quiet, conducive to conversation, and lacking in disruptive patrons.",143,3,hotel,review,The Acorn Guest House is quiet according to the reviews I have on hand for this location.  Sound good to you?,109,3,hotel,review,0.2925224630758035,0.2601185423902683,0.6363636363636365,0.4285714285714286,0.5,"['opinion', 'yes_no_question', 'open_question_opinion', 'opinion', 'statement', 'statement', 'opinion']"
1588,How noisy is it at the hotel?,9,"According to the reviews I have on hand for this location, the noise level is very quiet, easy to get rest at, and has very few noises to be heard.",147,4,hotel,review,The Ashley Hotel is very quiet according to most guests. Only one person complained about loud noises during their stay.,120,4,hotel,review,0.04431426192624782,0.12124640149053612,0.28,0.125,0.24,"['statement', 'yes_no_question', 'yes_no_question', 'statement', 'yes_no_question', 'statement', 'command', 'statement', 'open_question_factual']"
1589,Would you consider the Avalon to be in a convenient location?,5,"Yes, the Avalon is convenient to both tourist destinations and the business center. Shall I book a room for you?",112,2,hotel,review,The Avalon is in a convenient location that is close to sightseeing destinations. Would you like me to book it for you?,119,3,hotel,review,0.08968622051963912,0.22108277855183,0.47619047619047616,0.15,0.4285714285714286,"['statement', 'opinion', 'statement', 'statement', 'opinion']"
1590,Does the room have a good view?,13,"Guests are treated to a stunning, impeccable view of the surrounding sights and attractions when staying at the Gonville Hotel.",127,3,hotel,review,The Gonville Hotel has a stunning view of the surrounding sights and attractions. Can I help you with anything else?,116,3,hotel,review,0.323384287069116,0.3249910961957184,0.6,0.47368421052631576,0.45,"['statement', 'open_question_opinion', 'opinion', 'statement', 'command', 'opinion', 'opinion', 'opinion', 'pos_answer', 'statement', 'statement', 'statement', 'yes_no_question']"
