,turn_nr,dialogue_act_history,question,question_dialogue_act,reference_length,reference_response,reference_response_summary,reference_response_question,ref_knowledge,ref_know_nr,reference_domain,reference_doc_type,prediction_length,prediction_response,pred_know_nr,prediction_domain,prediction_doc_type,bleu,meteor,rouge1,rouge2,rougeL
0,11,"['yes_no_question', 'opinion', 'opinion', 'open_question_factual', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'yes_no_question']",Do you know if they clean the bathrooms regularly?,yes_no_question,108,Most reviewers said that the bathrooms were very clean. Only one person said that they had a dirty bathroom.,Most reviewers said that the bathrooms were very clean.. Only one person said that they had a dirty bathroom.,,"['The bathroom was spotless.', 'We really liked the size of the room, which was very spacious, and the bathroom was super clean and well appointed.', 'The bathroom was also incredibly clean.', ""The WiFi is kind of slow and wasn't that good, and the bathroom wasn't the cleanest I have seen elsewhere.""]",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['opinion', 'statement', 'command', 'statement', 'command', 'statement', 'yes_no_question']",Does this restaurant serve alcohol?,yes_no_question,116,"Yes, Charlie Chan serves alcoholic beverages. They have an extensive cocktail menu to pick from. Want a reservation?","Yes, Charlie Chan serves alcoholic beverages.. They have an extensive cocktail menu to pick from.",Want a reservation?,"['I liked the Various gluten-free options and the quality of the drinks and the affordable price for the food.', 'I found the drinks to be top notch--I only wish there were more of them to choose from!', 'I greatly enjoyed the affordable food prices, superbly quick service, as well as the fantastic food and drinks.', 'The staff was excellent, and they offered good and cheap drinks.', 'The menu also featured a lot of beverages to choose from.', 'However, I enjoyed the extensive cocktail menu by ordering both a mojito and an Old Fashioned.', 'However, drinks were overpriced.', 'Charlie Chan is a high-quality Chinese restaurant with affordably priced food and drinks.']",9,restaurant,faq,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['statement', 'statement', 'statement', 'statement', 'opinion']",Would you say the Arbury is priced for a modest budget?,opinion,102,"Yes, the Arbury Lodge Guesthouse is considered by previous customers to be a good value for the money.","Yes, the Arbury Lodge Guesthouse is considered by previous customers to be a good value for the money.",,"[""The rooms were well-maintained and cozy but my favorite part was the immaculate bathroom which was very clean which you don't always get with a price this good."", ""While they didn't offer a laundry facility, which would have been super convenient for the length of my trip, I was very happy with the free parking option and what a great value the room was for the money."", 'Staying at this hotel with my family was pleasant, and good value.', 'While the location is a little far away from the city/attractions, the rooms are great for the price.', 'It was cheap, and comes with a lot of good things as I mentioned.', 'The beds in the room were really comfortable and the bang for your buck value was good.']",6,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,11,"['statement', 'open_question_opinion', 'opinion', 'statement', 'pos_answer', 'statement', 'statement', 'statement', 'command', 'opinion', 'yes_no_question']",Do they have many non-alcoholic drink options?,yes_no_question,108,One reviewer complained about the limited options for non-alcoholic drinks. Do you have any other questions?,One reviewer complained about the limited options for non-alcoholic drinks.,Do you have any other questions?,"['good portion of food, the only complaint was limited options for non-alcoholic drinks.']",1,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['statement', 'opinion', 'yes_no_question', 'statement', 'statement', 'statement', 'statement', 'opinion', 'open_question_factual']",Is it quiet when I'm in my room? I need good sleep.,open_question_factual,152,The reviews on the noise are very good with customers saying it's quiet and great for a light sleeper like them. Would you like to know more about them?,The reviews on the noise are very good with customers saying it's quiet and great for a light sleeper like them.,Would you like to know more about them?,"[""I'm a light sleeper, so I appreciated that it was really quiet."", 'I would say though that it was pretty quiet so I got a good nights rest.']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['statement', 'open_question_factual', 'statement', 'statement', 'statement', 'statement', 'yes_no_question', 'statement', 'command']",Can you tell me whether Hobsons House offers WiFi for guests to use?,command,102,"The Hobsons House guesthouse does have free wifi available, but it is slow. Do you need anything else?","The Hobsons House guesthouse does have free wifi available, but it is slow.",Do you need anything else?,"['While I was not pleased with the slow wi-fi and small room, I was content with their awesome breakfast options, friendly and engaging staff members and the best part!']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['opening', 'statement', 'opinion', 'opinion', 'yes_no_question']",Is it in a good location?,yes_no_question,114,Those that have stayed at the Kirkwood House found the location to be lackluster and not one of its best features.,Those that have stayed at the Kirkwood House found the location to be lackluster and not one of its best features.,,"[""To be honest, it wasn't in the best of locations and there wasn't much stuff nearby, but it also wasn't the worst.""]",1,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['opinion', 'statement', 'open_question_opinion', 'statement', 'command', 'statement', 'yes_no_question']",Is La Raza highly rated for serving large portion sizes?,yes_no_question,108,All of the reviewers loved the large portion sizes at la raza. Is there any other information that you need?,All of the reviewers loved the large portion sizes at la raza.,Is there any other information that you need?,"['The portions were great and I was really excited but then I tasted the food and it was horrible.', 'Overall, the portion size of our meal was good.', ""The dish wasn't too expensive and you got bigger portions of shrimp."", 'I liked the sangria and the portion was large for my tortilla espanola.']",4,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,19,"['statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'yes_no_question', 'command', 'command', 'statement', 'statement', 'statement', 'statement', 'statement', 'yes_no_question']",Is the bed cozy?,yes_no_question,108,"According to two recent reviews left by guest, yes. Aylesbray Lodge Guest House does offer comfortable beds.","According to two recent reviews left by guest, yes.. Aylesbray Lodge Guest House does offer comfortable beds.",,"['The guest house had a really comfy bed that both my husband I liked.', 'Bed was very comfy.']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,13,"['statement', 'statement', 'opinion', 'command', 'command', 'command', 'yes_no_question', 'statement', 'yes_no_question', 'statement', 'command', 'statement', 'yes_no_question']",Can you also let me know if this restaurant serves alcohol?,yes_no_question,208,"Yes, they do serve drinks at Tang Chinese. The reviews are a little mixed with some customers saying the selection and prices could be better while some were okay with the drinks. Would you like to know more?","Yes, they do serve drinks at Tang Chinese.. The reviews are a little mixed with some customers saying the selection and prices could be better while some were okay with the drinks.",Would you like to know more?,"[""The only complaint we had all night was the lack luster drink options and the fact that they didn't have many non-alcoholic drinks besides that, I would visit again with my friends."", 'They had plenty of drink options including tea, soda and alcholic beverages.', 'However, the food was on the pricier side, and the drinks left a lot to be desired.', 'Overall, everybody had a great time, though I will say that the drink menu is tiny.', 'The location really elevated the meal as well as the various drink options.']",6,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['statement', 'command', 'statement', 'opinion', 'yes_no_question']",Will I be able to get a satisfying breakfast there?,yes_no_question,143,"Yes, it does appear you can get a good breakfast at Acorn Guest House. Past guests talk about many options, including a full English breakfast.","Yes, it does appear you can get a good breakfast at Acorn Guest House.. Past guests talk about many options, including a full English breakfast.",,"['There were also good breakfast options for the kids, with many cereal options to choose from.', 'In the morning I was treated to a host of delicious breakfast options to eat.']",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,15,"['opinion', 'statement', 'command', 'statement', 'comment', 'statement', 'statement', 'command', 'thanking', 'statement', 'statement', 'command', 'statement', 'statement', 'statement']",Are the staff friendly there?,statement,139,The El Shaddai staff are very friendly and welcoming. They are remarkable and are ready to ease  your transition as you visit the facility.,The El Shaddai staff are very friendly and welcoming.. They are remarkable and are ready to ease  your transition as you visit the facility.,,"['We had a great time as the staff there is truly remarkable and the amenities were great.', 'I liked that the staff at the hotel was very friendly.', 'I was here with my family and we were welcomed with great smiles by the staff.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.021500559910414344,0.0,0.0,0.0
0,3,"['opinion', 'opinion', 'yes_no_question']",Is the location nice?,yes_no_question,106,"Most people seem to like the location of Ali Baba, but there are comments that it is a bit hard to get to.","Most people seem to like the location of Ali Baba, but there are comments that it is a bit hard to get to.",,"['Ali Baba has good Lebanese food in a nice location.', ""Can't beat the location, though they have a very limited selected of non-alcoholic drinks, and you're out of luck if you want something gluten free."", 'Ali Baba is a new Lebanese place that opened up near my house last year.', 'i found it easy to get to and they have parking.', 'The choices are few and the location is a bit hard to get to.']",5,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['opinion', 'command', 'yes_no_question', 'statement', 'yes_no_question']",Is it in a safe area?,yes_no_question,128,"Bloomsbury Restaurant seems to be in a nice location, but the opinions of the location of The Varsity Restaurant are more mixed.","Bloomsbury Restaurant seems to be in a nice location, but the opinions of the location of The Varsity Restaurant are more mixed.",,"['I loved the location it was in, right in a beautiful part of downtown.', 'I really loved the beautiful spot it was at in the city, as well as the awesome view we had from our window.', 'It is hard to park.', ""The food was of good quality, you had a nice view and location but i didn't like the No gluten-free option and Mediocre atmosphere"", 'However, the location of the restaurant is mediocre.', 'The Varsity Restaurant is the place to be for affordable, high-quality food options with great service and a prime, downtown location.', 'It is, however, in a good location near most things, and hotels.']",7,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['yes_no_question', 'pos_answer', 'yes_no_question', 'statement', 'opinion', 'statement', 'yes_no_question']",Does Shiraz Restaurant offer nice views of the city?,yes_no_question,118,"Yes, Shiraz Restaurant does offer nice views of the city. Past guests have talked about the view overlooking the town.","Yes, Shiraz Restaurant does offer nice views of the city.. Past guests have talked about the view overlooking the town.",,"['I enjoyed the view and drinks like always haha.', 'The drinks were priced affordable and we enjoyed the view by the windows.', 'I visited SHIRAZ RESTAURANT for the first time and the place has a great ambiance, with a view overlooking the town.', 'We got a great seat out door with a lovely view.', 'Overall, its a decent place with a great view but dont expect to feast.']",5,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,15,"['open_question_factual', 'statement', 'command', 'statement', 'opinion', 'statement', 'statement', 'open_question_opinion', 'opinion', 'statement', 'statement', 'yes_no_question', 'command', 'statement', 'yes_no_question']",Is it in a good location?,yes_no_question,128,"The Autumn House is perfectly located in a quiet area, within walking distance to many downtown shops and public transportation.","The Autumn House is perfectly located in a quiet area, within walking distance to many downtown shops and public transportation.",,"['The location was absolutely perfect.', ""It's a quiet area, but it's walking distance to the shops downtown and public transportation is super close."", ""Additionally, since it wasn't located downtown, it was very easy to find a place to park, and the parking was free."", 'It was at a great location, the cheapest option nearby, so good value for the money, and even had a laundry facility.']",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,15,"['command', 'pos_answer', 'opinion', 'opinion', 'opinion', 'command', 'opinion', 'opinion', 'command', 'statement', 'statement', 'statement', 'open_question_factual', 'opinion', 'open_question_opinion']",How are the breakfast options there?,open_question_opinion,117,The breakfast options at Huntingdon Marriott Hotel includes continental and buffet breakfast options. It is not free.,The breakfast options at Huntingdon Marriott Hotel includes continental and buffet breakfast options.. It is not free.,,"['This hotel has really nice breakfast choices and is great value for the cost you pay.', 'I stayed for the weekend with two kids and we enjoyed the breakfast choices.']",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['statement', 'statement', 'statement', 'open_question_opinion', 'open_question_factual', 'statement', 'statement', 'opinion', 'yes_no_question']",Do they serve quality afternoon tea?,yes_no_question,111,The reviews by the customers who ordered the Afternoon Tea are very high. Would you like to make a reservation?,The reviews by the customers who ordered the Afternoon Tea are very high.,Would you like to make a reservation?,"['Overall, we enjoyed our meal as they were flavorful and succulent.', 'I liked the view and how high of quality the food and drinks were.']",2,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,11,"['yes_no_question', 'pos_answer', 'other_answers', 'opinion', 'open_question_opinion', 'command', 'command', 'statement', 'statement', 'command', 'complaint']",Do you know if it has great service?,complaint,104,"According to some customers, one shouldn't expect a quality service experience at Pizza Hut City Centre.","According to some customers, one shouldn't expect a quality service experience at Pizza Hut City Centre.",,"['The thing is, the service was bad, so if you go to be waited on hand and foot, you will not like it.']",1,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['statement', 'statement', 'statement', 'command', 'command', 'opinion', 'yes_no_question', 'command', 'yes_no_question']",Does the El Shaddai have bathrooms that aren't dirty?,yes_no_question,108,The El Shaddai has pretty good reviews about the cleanliness of their bathrooms. Want to make a reservation?,The El Shaddai has pretty good reviews about the cleanliness of their bathrooms.,Want to make a reservation?,"['The bathroom was very clean.', 'The bathroom was great to use, as it was well cleaned and maintained.']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,3,"['statement', 'statement', 'command']","Before we book it, do you know if they serve good naan there , I couldn't find the menu of the restaurant .",command,150,The majority of those that previously dined at the Panahar restaurant thought that the Naan and overall food quality was average and a disappointment.,The majority of those that previously dined at the Panahar restaurant thought that the Naan and overall food quality was average and a disappointment.,,"['Let me tell you, that naan was a let down.', ""I will say even though the food wasn't great, the service was."", ""It wasn't how other authentic Indian placed made it."", 'The view was average to me but everything else like food quality and service were great.', 'It was bland.']",5,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,3,"['statement', 'statement', 'yes_no_question']",Do you know if it has a good portion of foods?,yes_no_question,117,"For the majority of visitors, the portions given at the Royal Standard were filling, great, generous, and sufficient.","For the majority of visitors, the portions given at the Royal Standard were filling, great, generous, and sufficient.",,"['Each dish did come in decent portions though.', 'I for one loved the portion, it was also so filling.', 'I come here pretty often because I enjoy their food and how much you get for the money with their great portions.', 'The food is good and you get a lot to eat.', 'Yes, their portion sizes are generous, but honestly: when the food is pretty sub-par and bland, does portion size really matter?', 'The portions are small but we got to try several things like the cod, mussels, burgers and stew.']",6,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['statement', 'command', 'pos_answer', 'statement', 'opinion', 'statement', 'open_question_opinion']",Which hotel has a comfy bed?,open_question_opinion,145,"Guests at the Ashley had very positive things to say, while reviews are more mixed for Lovell Lodge. Would you like to book a room at the Ashley?","Guests at the Ashley had very positive things to say, while reviews are more mixed for Lovell Lodge.",Would you like to book a room at the Ashley?,"['Furthermore, when attempting to sleep in the bed provided in my room, the bed itself was very lumpy and not comfortable to lay in.', 'It was clean and we enjoyed the comfortable bed.', 'The room and bed were ample and comfortable.', ""I mean they are like home comfortable, and also it's very quiet so we didn't have to worry about any loud noises."", 'The Ashley Hotel has big rooms, and really comfortable beds.', 'Everything was top notch and the beds were really comfortable.', 'I slept really well, as the bed was comfy.', 'The room was clean though and the bed was probably more comfortable than the one I have at home.']",8,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['opinion', 'statement', 'opinion', 'opinion', 'command', 'opinion', 'opinion']","If it offers really lovely scenery, I'm interested. Can you get that info?",opinion,209,"Yes, I can. Bangkok City gets some mixed reviews on their views with some saying it has a nice view while others were not pleased with theirs. Would you like me to find a place with better ratings on the view?","Yes, I can.. Bangkok City gets some mixed reviews on their views with some saying it has a nice view while others were not pleased with theirs.",Would you like me to find a place with better ratings on the view?,"['The nice view from our window seats was a nice little bonus, and the attentive and courteous attention we received from the wait staff was very warm and welcoming.', ""We both had Thai beers with our meal, and those weren't as pleasing; the same could be said for the view, which is of a dismal parking lot."", 'The location is perfect, but the view while eating in the restaurant is lackluster.']",3,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['yes_no_question', 'command', 'command', 'command', 'command', 'command', 'yes_no_question', 'pos_answer', 'yes_no_question']",Does Don Pasquale Pizzeria have outdoor seating available?,yes_no_question,115,"Yes, guests with previous experience were thrilled to be able to sit outdoors when dining at Don Pasquale Pizzeria.","Yes, guests with previous experience were thrilled to be able to sit outdoors when dining at Don Pasquale Pizzeria.",,"[""She was thrilled with the place, because they actually have gluten-free options which aren't so easy to find these days, and she was happy that they offered outdoor dining."", ""We both agree that the location is great, only 10 minutes from our home, but in my opinion the place doesn't have great views at all, so dining outside is a lackluster experience.""]",3,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['statement', 'open_question_opinion', 'opinion', 'opinion', 'yes_no_question']",Is this restaurant known for it's waitstaff?,yes_no_question,154,The majority of customers thought they got great service while others feel the service was average and mediocre. Would you like to check out other places?,The majority of customers thought they got great service while others feel the service was average and mediocre.,Would you like to check out other places?,"['It was unfortunate that the service was mediocre.', 'My waiter was nice and I enjoyed dining alone as it was very relaxing.', 'We enjoyed high quality food and great service.', 'However, the service was very mediocre and it took us forever to get our food.', 'The service was great and they made me comfortable while I was eating alone.']",5,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,3,"['statement', 'statement', 'open_question_factual']",Does it have a comfortable bed?,open_question_factual,119,"After a long trip, those that select to stay at the Gonville Hotel will find comfortable beds offered within its rooms.","After a long trip, those that select to stay at the Gonville Hotel will find comfortable beds offered within its rooms.",,"['The bed I had on this business trip put me to sleep fast, after a hard day of meetings.', 'It was so comfortable.']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,11,"['command', 'command', 'yes_no_question', 'pos_answer', 'command', 'statement', 'statement', 'open_question_opinion', 'opinion', 'statement', 'open_question_factual']",How are the beds at the Ashley? I need a comfortable bed or I'll never get to sleep.,open_question_factual,108,They are comfortabl.  Guests have said that the beds were really comfortable and felt like they was at home.,They are comfortabl.  . Guests have said that the beds were really comfortable and felt like they was at home.,,"['The Ashley Hotel has big rooms, and really comfortable beds.', 'The room and bed were ample and comfortable.', 'Everything was top notch and the beds were really comfortable.', ""I mean they are like home comfortable, and also it's very quiet so we didn't have to worry about any loud noises.""]",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['statement', 'opinion', 'opinion', 'open_question_opinion', 'opinion', 'statement', 'statement']",Do they have non-alcoholic drink options?,statement,143,The restaurant Loch Fyne isn't the place to order non-alcoholic drinks as they have a limited selection in the eyes of some of their customers.,The restaurant Loch Fyne isn't the place to order non-alcoholic drinks as they have a limited selection in the eyes of some of their customers.,,"['The decor inside was fabulous, as were the many non-alcoholic drink options.', 'Not the place to order non-alcoholic drinks, but that was okay with us.', 'My only gripe is that the non-alcoholic drink options was too limited.']",3,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,13,"['statement', 'statement', 'statement', 'statement', 'yes_no_question', 'neg_answer', 'complaint', 'open_question_factual', 'statement', 'nonsense', 'opinion', 'statement', 'yes_no_question']",Is the room spacious enough?,yes_no_question,151,"A mixed bag of reviews as far the room space. One said the room was too tiny while another said room was nice and big,which made them very comfortable.","A mixed bag of reviews as far the room space.. One said the room was too tiny while another said room was nice and big,which made them very comfortable.",,"['Also, the larger size of our room made the experience within the room that much more comfortable.', ""The cons are that the rooms are tiny, I couldn't comfortably walk around in mine alone."", 'Multiple people would probably be a nightmare.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,3,"['statement', 'statement', 'command']",Can you tell me if they have a nice view?,command,113,The view at the La Margherita is basically the parking lot. Would you like me to a restaurant with a better view?,The view at the La Margherita is basically the parking lot.,Would you like me to a restaurant with a better view?,"['However, we were not impressed by the mediocre, parking lot view.', ""The view wasn't great as the dining room overlooks a parking lot."", ""The view wasn't great though, but not bad enough to take away from the experience."", 'Drinks are expensive here and the view is not much.', 'Only downside is the rather unpleasant view.']",5,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['statement', 'statement', 'command', 'command', 'command', 'statement', 'yes_no_question']",Is there alcohol service available?,yes_no_question,246,"Yes, La Mimosa does serve alcohol. The reviews are a little mixed with most customers saying the drinks were reasonably priced and high-quality. Other guests felt the drinks were too expensive and mediocre. Would you like to know more about them?","Yes, La Mimosa does serve alcohol.. The reviews are a little mixed with most customers saying the drinks were reasonably priced and high-quality.. Other guests felt the drinks were too expensive and mediocre.",Would you like to know more about them?,"['The location was to die for, the drink options were aplenty, and the baklava was of the highest quality.', 'They also have an extensive menu of non-alcoholic drink options to choose from, and those prices are much more wallet-friendly!', 'I thought that the foods were of superb quality, as were all of the drinks.', 'The drinks are reasonably priced, I drank a beer and they have a great selection of craft beers, that came cold and was $4 a pint for the citrus IPA.', ""Don't go to La Mimosa for the drinks, because your wallet will be much lighter when you leave!"", 'The food was a bit pricey but the drink specials made up for that.']",7,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['command', 'statement', 'statement', 'statement', 'open_question_opinion']",Is it in a good location?,open_question_opinion,180,There are mixed reviews about the location of the restaurant. Some people thought that the restaurant was very convenient and a good part of town. Others did not like the location.,There are mixed reviews about the location of the restaurant.. Some people thought that the restaurant was very convenient and a good part of town.. Others did not like the location.,,"[""Not only is the location really convenient to many neighborhoods in the area, but the interior decor is beautifully tasteful and really keeps with the theme, making you feel like you've been transported to Spain."", ""La Raza is a Spanish restaurant in a not so good area, but it makes up for that with it's great prices, lots of non alcohol based drinks and everything overall was very good quality."", 'I was there alone and I enjoyed the view though it was hard to find the location.', ""What I didn't like about the place was its location."", 'However, the restaurant was not in a great part in town.', 'Service staff were friendly and made us feel welcome and comfortable, and the location is in a very convenient location.']",6,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['opinion', 'statement', 'statement', 'open_question_opinion', 'statement', 'statement', 'command', 'statement', 'yes_no_question']",Will there be a relaxing bed and mattress there?,yes_no_question,238,"According to the reviews I have on hand for this location, the opinions are mostly positive, with three quarters claiming the beds are comfortable, sometimes more so than at home, and one quarter claiming they were lumpy and uncomfortable","According to the reviews I have on hand for this location, the opinions are mostly positive, with three quarters claiming the beds are comfortable, sometimes more so than at home, and one quarter claiming they were lumpy and uncomfortable",,"['It was clean and we enjoyed the comfortable bed.', 'I slept really well, as the bed was comfy.', 'The room was clean though and the bed was probably more comfortable than the one I have at home.', 'Furthermore, when attempting to sleep in the bed provided in my room, the bed itself was very lumpy and not comfortable to lay in.']",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,17,"['opinion', 'open_question_opinion', 'statement', 'statement', 'statement', 'command', 'command', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'open_question_opinion', 'opinion', 'opinion', 'yes_no_question']",Are the rooms clean?,yes_no_question,116,Guest reviews of cleanliness at Lovell Lodge are pretty mixed. That's too bad. Should I find another option for you?,Guest reviews of cleanliness at Lovell Lodge are pretty mixed.. That's too bad.,Should I find another option for you?,"['The bathroom was also exceptionally clean when we first checked in to the room.', 'Furthermore, I noticed that the bathrooms were not recently cleaned and it appeared that somebody had used them prior to my partner and I.', 'And lastly, I found that the bathrooms and other restroom facilities were pristine and clean.', ""I hate to say anything negative but if I had to nitpick something it was that the bathroom wasn't as clean as I would have liked and the water pressure was low.""]",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['statement', 'statement', 'opinion', 'opinion', 'open_question_factual', 'statement', 'statement']",Is the place in a well liked area?,statement,152,"The Bridge Guest House is located in an area with easy access, and about half of guests said it was a good location.The other half said it was mediocre.","The Bridge Guest House is located in an area with easy access, and about half of guests said it was a good location.. The other half said it was mediocre.",,"['While the location was kind of mediocre and not the best, the very friendly staff made up for it.', 'Easy access to everything.', 'I liked the location, which was super convenient to the highway.', 'It was a bit farther away from the attractions and public transportation than I liked.', 'We stayed here with our kids and one of the good things about this place is they are very kid friendly, and the location is very close to most of the things we needed nearby.', 'The location is convenient and the breakfast was good which was given as I arrived at morning.', 'Not crazy about the location though.', ""So it's in a good location.""]",8,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,3,"['command', 'statement', 'yes_no_question']",Are they in a good location with attractive sights?,yes_no_question,140,"One reviewer said The Gardenia's location wasn't great, but the others said that it was convenient and was located behind the movie theatre.","One reviewer said The Gardenia's location wasn't great, but the others said that it was convenient and was located behind the movie theatre.",,"[""There wasn't much to eat for a vegetarian and the location wasn't so good but I'll be going because the food was so good."", 'Best thing I can say about the place is that it has a great, convenient location and it offers some nice outdoor seating.', ""They're convinently located behind the movie theatre.""]",3,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['opinion', 'statement', 'opinion', 'statement', 'statement', 'statement', 'open_question_factual', 'statement', 'yes_no_question']",Is the Carolina bed and breakfast in a quiet place?,yes_no_question,128,"Yes, the Carolina Bed and Breakfast can be considered a quiet place to stay, as guests aren't disturbed in their peaceful rooms.","Yes, the Carolina Bed and Breakfast can be considered a quiet place to stay, as guests aren't disturbed in their peaceful rooms.",,"['Also, we were not disturbed and the room was exceptionally quiet.']",1,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['opinion', 'opinion', 'opinion', 'opinion', 'yes_no_question']",Are the servings sizes large?,yes_no_question,138,"The serving sizes at Saint Johns Chop House are plentiful according to two reviewers, but one person did say they wished they were bigger.","The serving sizes at Saint Johns Chop House are plentiful according to two reviewers, but one person did say they wished they were bigger.",,"['Once it did I noticed how sizeable the portions were overall so no complaints there.', 'They could have done with bigger portions though and the cost of drinks was way too much.', 'I got plenty of food in my order at least.']",3,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['statement', 'statement', 'opinion', 'statement', 'yes_no_question', 'opinion', 'open_question_opinion']",Does this location have a pleasant atmosphere?,open_question_opinion,122,"Yes, those that have eaten at the Curry Garden would recommend the establishment for atmosphere, but perhaps not the food.","Yes, those that have eaten at the Curry Garden would recommend the establishment for atmosphere, but perhaps not the food.",,"[""So don't come for the food, but do stay for the atmosphere."", 'There was only another party in the area so it felt like we were by ourselves.']",2,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['opinion', 'open_question_opinion', 'opinion', 'opinion', 'opinion', 'statement', 'yes_no_question']",Is it in a quiet area?,yes_no_question,132,"The Cambridge Belfry is located in a really loud area, but I only found one guest review about noise. Do you want to look elsewhere?","The Cambridge Belfry is located in a really loud area, but I only found one guest review about noise.",Do you want to look elsewhere?,"['Also, the location itself was extremely loud and made our experience difficult to enjoy.']",1,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['statement', 'statement', 'yes_no_question', 'command', 'opinion', 'command', 'opinion', 'opinion', 'yes_no_question']",Is the guesthouse near restaurants and shopping areas?,yes_no_question,124,To the reviewers thought that the location was great and close to amenities. One review said that the location was not good.,To the reviewers thought that the location was great and close to amenities.. One review said that the location was not good.,,"[""I appreciated the free Wi-Fi, but it didn't really make up for a pretty mediocre location."", 'The location made it easy to visit the sites, and that was great.', 'Allenbell is located close to the city center and public transportation.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,13,"['statement', 'opinion', 'opinion', 'command', 'command', 'command', 'statement', 'statement', 'statement', 'opinion', 'opinion', 'open_question_opinion', 'yes_no_question']",Do you know how trained and good the staff is?,yes_no_question,133,The Riverside Brasserie has friendly and polite service staff according to guests. Only one person complained about them being 'meh'.,The Riverside Brasserie has friendly and polite service staff according to guests.. Only one person complained about them being 'meh'.,,"['The service was kind of meh and the price point on the drinks was way too much.', 'The waiting staff was very polite and took our orders very very fast.', 'Our waiter was super friendly but the drinks were overpriced.', 'I enjoyed both the service and the food when I visited RIVERSIDE BRASSERIE by myself yesterday.', 'The food was top notch and service was excellent.']",5,restaurant,review,empty,empty,empty,empty,empty,0.0,0.021500559910414344,0.0,0.0,0.0
