reference_response_question,avg_bleu,avg_meteor,avg_rouge1,avg_rouge2,avg_rougeL,num_samples
would you like for me to book you a room at huntingdon marriott hotel?,0.0,0.0,0.0,0.0,0.0,1
would you like for me to book you a table?,0.0,0.0,0.0,0.0,0.0,1
would you like for me to make a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like for me to search for another option?,0.0,0.0,0.0,0.0,0.0,1
would you like further information?,0.0,0.0,0.0,0.0,0.0,2
would you like help booking a room?,0.0,0.0,0.0,0.0,0.0,1
would you like help booking a table?,0.0,0.0,0.0,0.0,0.0,2
would you like help booking it?,0.0,0.0,0.0,0.0,0.0,4
would you like help booking?,0.0,0.0,0.0,0.0,0.0,1
would you like help in booking a room?,0.0,0.0,0.0,0.0,0.0,1
would you like help in booking a table?,0.0,0.0,0.0,0.0,0.0,3
would you like help in booking it?,0.0,0.0,0.0,0.0,0.0,3
would you like help in making a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like help making a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like help with a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like help with anything else?,0.0,0.022802850356294542,0.0,0.0,0.0,1
would you like help with booking a table?,0.0,0.0,0.0,0.0,0.0,4
would you like help with booking an outdoor table?,0.0,0.0,0.0,0.0,0.0,1
would you like help with booking it?,0.0,0.025945945945945948,0.0,0.0,0.0,1
would you like help with booking?,0.0,0.012403100775193802,0.0,0.0,0.0,2
would you like information about anything else?,0.0,0.0,0.0,0.0,0.0,1
would you like information on anything else?,0.0,0.0,0.0,0.0,0.0,3
would you like information on the second one?,0.0,0.023762376237623766,0.0,0.0,0.0,1
would you like me check on availability?,0.0,0.0,0.0,0.0,0.0,1
would you like me find another place that serves it?,0.0,0.0,0.0,0.0,0.0,1
would you like me to a restaurant with a better view?,0.0,0.0,0.0,0.0,0.0,1
would you like me to assist you in making a reservation?,0.0,0.0,0.0,0.0,0.0,2
would you like me to book a reservation for you there?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a reservation for you?,0.0,0.004324324324324324,0.0,0.0,0.0,6
would you like me to book a reservation?,0.0,0.0,0.0,0.0,0.0,5
would you like me to book a room for you there?,0.0,0.0,0.0,0.0,0.0,1
"would you like me to book a room for you, or do have additional questions?",0.0,0.0,0.0,0.0,0.0,1
would you like me to book a room for you?,0.0,0.0035946068912578793,0.0,0.0,0.0,34
would you like me to book a room there for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a room there?,0.0,0.024806201550387603,0.0,0.0,0.0,1
would you like me to book a room?,0.0,0.0,0.0,0.0,0.0,6
would you like me to book a table at efes restaurant for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table at restaurant one seven for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table at the restaurant for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table for 8 for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table for you at pizza hut city centre?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table for you at travellers rest?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table for you inside or try a different place?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table for you outside?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table for you there?,0.0,0.0,0.0,0.0,0.0,4
would you like me to book a table for you?,0.0,0.0015678367836783683,0.0,0.0,0.0,30
would you like me to book a table for your party?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table indoors for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table now?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table or find something else?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table or look for something else?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table outdoors for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table outside for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book a table?,0.0,0.0,0.0,0.0,0.0,2
would you like me to book for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book it for you or would you like more information?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book it for you?,0.0,0.0030478765371123586,0.0,0.0,0.0,41
would you like me to book it?,0.0,0.0,0.0,0.0,0.0,5
would you like me to book that for you?,0.0,0.0,0.0,0.0,0.0,5
would you like me to book the gonville hotel for you?,0.0,0.01777777777777778,0.0,0.0,0.0,1
would you like me to book the restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book the room for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book the room?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book this for you?,0.0,0.0,0.0,0.0,0.0,2
would you like me to book you a reservation there?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book you a reservation?,0.0,0.0,0.0,0.0,0.0,3
would you like me to book you a room at acorn guest house?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book you a room at that hotel?,0.0,0.015153906866614051,0.0,0.0,0.0,1
would you like me to book you a room at worth house?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book you a room there?,0.0,0.0,0.0,0.0,0.0,2
would you like me to book you a room today?,0.0,0.022351571594877773,0.0,0.0,0.0,1
would you like me to book you a room?,0.0,0.0027812402534709625,0.0,0.0,0.0,17
would you like me to book you a table now?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book you a table on the patio?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book you a table to eat outdoors?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book you a table?,0.0,0.0,0.0,0.0,0.0,15
would you like me to book you there?,0.0,0.0,0.0,0.0,0.0,1
would you like me to book you?,0.0,0.0,0.0,0.0,0.0,3
would you like me to cancel the booking and look elsewhere?,0.0,0.0,0.0,0.0,0.0,1
would you like me to cancel the reservation and find another option?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check another japanese restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check another place?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check availability for you?,0.0,0.0,0.0,0.0,0.0,2
would you like me to check availability for your preferred days?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check availability on your preferred nights?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check availability or book a table for you there?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check availability?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check for some larger rooms?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check on a table with a good view?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check on availability and book a table for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check on availability at your desired time?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check on availability for you or can i answer anything else?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check on availability for you?,0.0,0.0,0.0,0.0,0.0,5
would you like me to check on availability for your dates?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check on availability for your desired date?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check on availability for your travel dates?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check on availability?,0.0,0.0,0.0,0.0,0.0,3
would you like me to check on one of the other options?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check on room availablilty?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check on some other hotels for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check on some other places with higher ratings?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check on some other places?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check on table availability for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check on the availability of a large room?,0.0,0.0,0.0,0.0,0.0,5
would you like me to check on the availability of the larger rooms?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check one of the other options for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check out another place?,0.0,0.005402363534046148,0.0,0.0,0.0,2
would you like me to check out other places with better ratings?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check out other places?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check out some other places for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check out some other places with better ratings?,0.0,0.0,0.0,0.0,0.0,18
would you like me to check out some other places?,0.0,0.0,0.0,0.0,0.0,3
would you like me to check rosa's bed and breakfast?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check some other places for value?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check the guesthouses in the east for wi-fi?,0.0,0.0,0.0,0.0,0.0,1
would you like me to check with them and see if a larger room is available?,0.0,0.0,0.0,0.0,0.0,1
would you like me to do that?,0.0,0.0,0.0,0.0,0.0,1
would you like me to double check?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a comparable place that does?,0.0,0.0,0.0,0.0,0.0,5
would you like me to find a comparable restaurant with better ratings?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a different option?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a different place?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a different restaurant with better view reviews?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a less expensive place?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a more affordable place for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a more affordable place that serves pizza?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a more affordable restaurant that sells goulash?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a more affordable restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a more highly rated place?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a more quiet establishment?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a more quiet hotel?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a more quiet place for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a more quiet place?,0.0,0.0,0.0,0.0,0.0,2
would you like me to find a more suitable place?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place that does have large portions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place that does have nicer views?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place that does?,0.0,0.0,0.0,0.0,0.0,4
would you like me to find a place that has better decor?,0.0,0.0,0.0,0.0,0.0,2
would you like me to find a place that has more options?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place that has plenty of options?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place that is known for big portions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place that is rated more highly in service?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place that offers more options?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place that offers more variety?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place that's a little more affordable?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with a better location?,0.0,0.0,0.0,0.0,0.0,2
would you like me to find a place with a better view?,0.0,0.0,0.0,0.0,0.0,2
would you like me to find a place with a higher rating for indoor decor?,0.0,0.0057599999999999995,0.0,0.0,0.0,2
would you like me to find a place with better customer reviews?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with better indoor decor?,0.0,0.016763678696158326,0.0,0.0,0.0,1
would you like me to find a place with better interior decor?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with better ratings on noise?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with better ratings on the view?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with better ratings?,0.0,0.0022008253094910595,0.0,0.0,0.0,6
would you like me to find a place with better reviews?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with better service?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with better view ratings?,0.0,0.0,0.0,0.0,0.0,1
"would you like me to find a place with generally good, quick service?",0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with higher ratings on the food portions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with higher ratings?,0.0,0.0,0.0,0.0,0.0,2
would you like me to find a place with larger portions sizes?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with lower prices?,0.0,0.0,0.0,0.0,0.0,6
would you like me to find a place with more affordable prices?,0.0,0.0,0.0,0.0,0.0,2
would you like me to find a place with more generous portions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with more lively ambiance?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with more non-alcoholic beverage options?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with more offerings?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with more options?,0.0,0.0,0.0,0.0,0.0,2
would you like me to find a place with really nice decor?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a place with relaxing atmosphere?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a restaurant in a better location?,0.0,0.0,0.0,0.0,0.0,2
"would you like me to find a restaurant that states they have a good view of the city, specifically?",0.0,0.0,0.0,0.0,0.0,1
would you like me to find a restaurant with a better view?,0.0,0.0,0.0,0.0,0.0,2
would you like me to find a restaurant with better views?,0.0,0.0,0.0,0.0,0.0,3
would you like me to find a restaurant with heartier portions of food?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find a third option for you?,0.0,0.022351571594877773,0.0,0.0,0.0,1
would you like me to find additional information?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find an asian restaurant that does?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find an option with better wifi for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another chinese restaurant for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another option for you?,0.0,0.0,0.0,0.0,0.0,4
would you like me to find another option or will that work for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place entirely?,0.0,0.01777777777777778,0.0,0.0,0.0,1
would you like me to find another place for you?,0.0,0.0016666666666666663,0.0,0.0,0.0,8
would you like me to find another place in the same area?,0.0,0.009815950920245401,0.0,0.0,0.0,2
would you like me to find another place in the same vicinity?,0.0,0.0,0.0,0.0,0.0,3
would you like me to find another place or does that sound good to you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place or does that sound like a place you'd like to go?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place or would you like to know more about cityoomz?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place or would you like to know more about kirkwood house?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place that has better reviews on the noise level?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place that serves croquetas?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with a better location?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with a better view?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with better bed ratings?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with better decor?,0.0,0.0,0.0,0.0,0.0,2
would you like me to find another place with better noise ratings?,0.0,0.00994818652849741,0.0,0.0,0.0,1
would you like me to find another place with better prices?,0.0,0.0,0.0,0.0,0.0,2
would you like me to find another place with better ratings for bed comfort?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with better ratings on portions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with better ratings on their wifi?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with better ratings?,0.0,0.0,0.0,0.0,0.0,14
would you like me to find another place with better reviews on bed comfort?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with better reviews regarding noise?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with better reviews?,0.0,0.0,0.0,0.0,0.0,6
would you like me to find another place with better staff ratings?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with better staff reviews?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with better value?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with better views?,0.0,0.0,0.0,0.0,0.0,2
would you like me to find another place with generous portions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with higher ratings?,0.0,0.0,0.0,0.0,0.0,2
would you like me to find another place with large portions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with large serving portions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with lower prices?,0.0,0.0,0.0,0.0,0.0,4
would you like me to find another place with more affordable prices that serves kung pao chicken?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with more affordable prices?,0.0,0.0,0.0,0.0,0.0,2
would you like me to find another place with more interesting decor?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with more options?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with more to choose from?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place with more upscale decor?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another place?,0.0,0.0017626804443980435,0.0,0.0,0.0,19
would you like me to find another restaurant for you?,0.0,0.0,0.0,0.0,0.0,4
would you like me to find another restaurant in a different area?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another restaurant or would you like more information about nandos?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another restaurant that serves larger portions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another restaurant that's got a better view?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another restaurant with a better reviews on their decor?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another restaurant with better decor?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another restaurant with better portion reviews?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another restaurant with lower prices?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another restaurant with more highly-rated quiche?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find another restaurant?,0.0,0.0,0.0,0.0,0.0,1
"would you like me to find another, more quiet place?",0.0,0.0,0.0,0.0,0.0,2
"would you like me to find another, more reasonable, place?",0.0,0.0,0.0,0.0,0.0,1
would you like me to find any additional information?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find any more information about it?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find other options?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find out a little more about their portions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find out any other information for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find out more about it?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find out more about the drinks?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find out more about the portion sizes?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find out more about their portions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find out more about them?,0.0,0.0,0.0,0.0,0.0,2
would you like me to find out more about this?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find out more for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find out more information about them?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find out more information about this?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find restaurants with higher ratings?,0.0,0.011842105263157895,0.0,0.0,0.0,1
would you like me to find some other places with better reviews?,0.0,0.010126582278481015,0.0,0.0,0.0,1
would you like me to find something with a nicer view?,0.0,0.0,0.0,0.0,0.0,1
would you like me to find you another option?,0.0,0.022351571594877773,0.0,0.0,0.0,1
would you like me to get more information about it?,0.0,0.0,0.0,0.0,0.0,1
would you like me to get more information about them?,0.0,0.0,0.0,0.0,0.0,2
would you like me to get some better information about the portion sizes?,0.0,0.0,0.0,0.0,0.0,1
would you like me to go ahead and book a reservation for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to go ahead and book your table?,0.0,0.0,0.0,0.0,0.0,1
would you like me to help you book a table?,0.0,0.0,0.0,0.0,0.0,1
would you like me to help you book it?,0.0,0.020711974110032366,0.0,0.0,0.0,1
would you like me to help you find another option?,0.0,0.0,0.0,0.0,0.0,1
would you like me to help you make a reservation for this location?,0.0,0.0,0.0,0.0,0.0,1
would you like me to help you make a reservation?,0.0,0.0,0.0,0.0,0.0,3
would you like me to help you to book a table?,0.0,0.0,0.0,0.0,0.0,1
would you like me to help you with anything else?,0.0,0.0,0.0,0.0,0.0,1
would you like me to help you with everything else?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look a little further for more information on nando's food portions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look at some other places for better staff reviews?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look at some other places?,0.0,0.0,0.0,0.0,0.0,2
would you like me to look for a different option for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for a place that's got a great view?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for a place with better atmosphere ratings?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for a place with free wifi?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for a place with higher ratings on food?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for a reservation for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for an outdoor option elsewhere?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for another option?,0.0,0.0,0.0,0.0,0.0,5
would you like me to look for another place in the same area?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for another place with a better value?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for another place with better more positive reviews?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for another place with better portion sizes?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for another place with better prices?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for another place with better ratings?,0.0,0.0,0.0,0.0,0.0,2
would you like me to look for another place with better reviews in the same general area?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for another place with better reviews?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for another place?,0.0,0.0,0.0,0.0,0.0,6
would you like me to look for another restaurant option for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for another similar place?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for another spot for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for something else fo you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look for something else?,0.0,0.022351571594877773,0.0,0.0,0.0,1
would you like me to look into another place with better ratings?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look into it a bit further to get more info on the food portions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look into it a bit further?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look into it?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look into some other places?,0.0,0.0,0.0,0.0,0.0,3
would you like me to look into some other restaurants?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look into that for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look into the portion size a little further?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look into the portions a little further?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look into this for better information?,0.0,0.0,0.0,0.0,0.0,1
would you like me to look more into this for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make a booking for you?,0.0,0.0,0.0,0.0,0.0,6
would you like me to make a booking?,0.0,0.0,0.0,0.0,0.0,11
would you like me to make a reservation and ask them to ensure that you have a table with a nice view?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make a reservation and ask them to ensure you get a great view from your table?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make a reservation at allenbell for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make a reservation at carolina bed and breakfast for you?,0.0,0.02033898305084746,0.0,0.0,0.0,1
would you like me to make a reservation for you and ask them to book a table with a good view?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make a reservation for you at ashley hotel?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make a reservation for you at bedouin?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make a reservation for you at darrys cookhouse?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make a reservation for you at rosa's bed and breakfast?,0.0,0.018062088428974606,0.0,0.0,0.0,1
would you like me to make a reservation for you at royal standard?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make a reservation for you now?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make a reservation for you there?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make a reservation for you?,0.0,0.002384193295363701,0.0,0.0,0.0,63
would you like me to make a reservation there?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make a reservation?,0.0,0.003131115459882584,0.0,0.0,0.0,7
would you like me to make reservation at the restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make reservations for you or would you like more information?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make reservations for you?,0.0,0.0,0.0,0.0,0.0,3
would you like me to make reservations?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make sure you can have a table on the skyline side?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make that reservation for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make the booking?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make you a reservation for you at hk fusion?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make you a reservation for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make you a reservation there or do you need more information?,0.0,0.0,0.0,0.0,0.0,1
would you like me to make you a reservation there?,0.0,0.0,0.0,0.0,0.0,2
would you like me to make you a reservation?,0.0,0.004093804360621004,0.0,0.0,0.0,12
would you like me to pull up some other places or would you like to know more about the a and b guest house?,0.0,0.0,0.0,0.0,0.0,1
would you like me to pull up some other places?,0.0,0.0,0.0,0.0,0.0,1
would you like me to recommend another place?,0.0,0.0,0.0,0.0,0.0,1
would you like me to reserve a room for you or can i answer another question?,0.0,0.0,0.0,0.0,0.0,1
would you like me to reserve a room for you there or can i answer any other questions??,0.0,0.0,0.0,0.0,0.0,1
would you like me to reserve a room for you there?,0.0,0.024806201550387603,0.0,0.0,0.0,1
would you like me to reserve a room for you?,0.0,0.0021602160216021606,0.0,0.0,0.0,11
would you like me to reserve a room there for you?,0.0,0.025945945945945948,0.0,0.0,0.0,1
would you like me to reserve a room?,0.0,0.027195467422096328,0.0,0.0,0.0,1
would you like me to reserve a table at the restaurant for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to reserve a table for you at nandos?,0.0,0.0,0.0,0.0,0.0,1
would you like me to reserve a table for you there?,0.0,0.0,0.0,0.0,0.0,1
would you like me to reserve a table for you?,0.0,0.0,0.0,0.0,0.0,11
would you like me to reserve a table for your party?,0.0,0.0,0.0,0.0,0.0,1
would you like me to reserve a table indoors for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to reserve a table or do you have any additional questions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to reserve a table there for you?,0.0,0.0,0.0,0.0,0.0,3
would you like me to reserve a table?,0.0,0.0,0.0,0.0,0.0,2
would you like me to reserve one for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to reserve you a room?,0.0,0.0,0.0,0.0,0.0,1
would you like me to reserve you a table now or do you have futher questions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to reserve you a table now or do you have other questions?,0.0,0.0,0.0,0.0,0.0,1
would you like me to reserve you a table now?,0.0,0.0,0.0,0.0,0.0,8
would you like me to reserve you a table?,0.0,0.0,0.0,0.0,0.0,3
would you like me to search for a better decorated option for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to search for a better hotel option?,0.0,0.0,0.0,0.0,0.0,1
would you like me to search for a different indian option for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to search for a different restaurant option?,0.0,0.0,0.0,0.0,0.0,1
would you like me to search for a more affordable option?,0.0,0.0,0.0,0.0,0.0,1
would you like me to search for a more attractive option for you?,0.0,0.0,0.0,0.0,0.0,1
would you like me to search for a place that has no alcohol at all?,0.0,0.0,0.0,0.0,0.0,1
would you like me to search for a place with better ratings for service?,0.0,0.0,0.0,0.0,0.0,1
would you like me to search for a restaurant that would have more drink options?,0.0,0.0,0.0,0.0,0.0,1
would you like me to search for additional information?,0.0,0.0,0.0,0.0,0.0,1
would you like me to search for an option with better internet?,0.0,0.0,0.0,0.0,0.0,1
would you like me to search for an option with better value?,0.0,0.0,0.0,0.0,0.0,1
